timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
1398981427,15.054264,15.071418,0.0,0.0,0.0,0.0,0.6008852,1.0573789,0.0,4,0,0,0,0,0,1,1,0,0,0
1402167010,15.032104,15.04922,0.0,0.0,0.0,0.0,0.6026896,1.0589561,0.0,4,0,0,0,0,0,1,1,0,0,0
1402671919,15.076425,15.042614,0.0,0.0,0.0,0.0,0.60294914,1.0594271,0.0,4,0,0,0,0,0,1,1,0,0,0
1403176578,15.01733,15.04963,0.0,0.0,0.0,0.0,0.60321283,1.058971,0.0,4,0,0,0,0,0,1,1,0,0,0
1403669594,15.024717,15.044937,0.0,0.0,0.0,0.0,0.603466,1.0592763,0.0,4,0,0,0,0,0,1,1,0,0,0
1404174183,15.032104,15.041701,0.0,0.0,0.0,0.0,0.6037191,1.0595063,0.0,4,0,0,0,0,0,1,1,0,0,0
1404678984,15.039491,15.037689,0.0,0.0,0.0,0.0,0.603967,1.0597544,0.0,4,0,0,0,0,0,1,1,0,0,0
1405171900,15.002557,15.030255,0.0,0.0,0.0,0.0,0.60420465,1.0602272,0.0,4,0,0,0,0,0,1,1,0,0,0
1405677503,15.032104,15.028455,0.0,0.0,0.0,0.0,0.60443765,1.0603637,0.0,4,0,0,0,0,0,1,1,0,0,0
1406182363,15.009943,15.025179,0.0,0.0,0.0,0.0,0.60466826,1.0605668,0.0,4,0,0,0,0,0,1,1,0,0,0
1406674972,14.99517,15.028883,0.0,0.0,0.0,0.0,0.6048945,1.0602986,0.0,4,0,0,0,0,0,1,1,0,0,0
1407179793,15.002557,15.025588,0.0,0.0,0.0,0.0,0.60511947,1.0605314,0.0,4,0,0,0,0,0,1,1,0,0,0
1407684766,14.921302,15.021171,0.0,0.0,0.0,0.0,0.6053465,1.0608351,0.0,4,0,0,0,0,0,1,1,0,0,0
1408177551,15.002557,15.015743,0.0,0.0,0.0,0.0,0.60555536,1.0611484,0.0,4,0,0,0,0,0,1,1,0,0,0
1408682326,15.024717,15.013747,0.0,0.0,0.0,0.0,0.60576683,1.0613014,0.0,4,0,0,0,0,0,1,1,0,0,0
1409187129,15.009943,15.011327,0.0,0.0,0.0,0.0,0.605975,1.0615058,0.0,4,0,0,0,0,0,1,1,0,0,0
1409680720,14.958236,15.009052,0.0,0.0,0.0,0.0,0.6061732,1.0616459,0.0,4,0,0,0,0,0,1,1,0,0,0
1410185384,15.032104,15.011072,0.0,0.0,0.0,0.0,0.6063716,1.0615177,0.0,4,0,0,0,0,0,1,1,0,0,0
1410690357,15.024717,15.005826,0.0,0.0,0.0,0.0,0.6065709,1.06176,0.0,4,0,0,0,0,0,1,1,0,0,0
1411183184,14.987783,15.004036,0.0,0.0,0.0,0.0,0.60676146,1.0618453,0.0,4,0,0,0,0,0,1,1,0,0,0
1411687788,14.99517,15.006439,0.0,0.0,0.0,0.0,0.60695505,1.0617139,0.0,4,0,0,0,0,0,1,1,0,0,0
1412192584,15.009943,15.008181,0.0,0.0,0.0,0.0,0.6071472,1.061662,0.0,4,0,0,0,0,0,1,1,0,0,0
1412685546,14.99517,15.005117,0.0,0.0,0.0,0.0,0.60733694,1.0619049,0.0,4,0,0,0,0,0,1,1,0,0,0
1413191361,14.980396,14.995935,0.0,0.0,0.0,0.0,0.607519,1.0624522,0.0,4,0,0,0,0,0,1,1,0,0,0
1413695864,15.076425,14.997172,0.0,0.0,0.0,0.0,0.607695,1.0623244,0.0,4,0,0,0,0,0,1,1,0,0,0
1414188686,15.032104,15.004804,0.0,0.0,0.0,0.0,0.6078761,1.0618356,0.0,4,0,0,0,0,0,1,1,0,0,0
1414693528,15.002557,15.008511,0.0,0.0,0.0,0.0,0.6080666,1.0616076,0.0,4,0,0,0,0,0,1,1,0,0,0
1415198225,15.002557,14.999743,0.0,0.0,0.0,0.0,0.6082502,1.0622368,0.0,4,0,0,0,0,0,1,1,0,0,0
1415691127,15.069037,14.995284,0.0,0.0,0.0,0.0,0.60841703,1.0625775,0.0,4,0,0,0,0,0,1,1,0,0,0
1416195934,15.002557,14.997895,0.0,0.0,0.0,0.0,0.6085885,1.0624456,0.0,4,0,0,0,0,0,1,1,0,0,0
1416700642,14.99517,14.996375,0.0,0.0,0.0,0.0,0.60875785,1.06258,0.0,4,0,0,0,0,0,1,1,0,0,0
1417194368,14.95085,14.992018,0.0,0.0,0.0,0.0,0.6089205,1.0628935,0.0,4,0,0,0,0,0,1,1,0,0,0
1417699176,14.987783,14.995281,0.0,0.0,0.0,0.0,0.6090869,1.062671,0.0,4,0,0,0,0,0,1,1,0,0,0
1418203966,15.009943,14.992377,0.0,0.0,0.0,0.0,0.6092494,1.0627795,0.0,4,0,0,0,0,0,1,1,0,0,0
1418696723,14.943462,14.988337,0.0,0.0,0.0,0.0,0.6094065,1.0630879,0.0,4,0,0,0,0,0,1,1,0,0,0
1419201522,15.061651,14.988757,0.0,0.0,0.0,0.0,0.60955894,1.063059,0.0,4,0,0,0,0,0,1,1,0,0,0
1419706217,15.002557,14.991795,0.0,0.0,0.0,0.0,0.6097194,1.0628146,0.0,4,0,0,0,0,0,1,1,0,0,0
1420199972,15.01733,14.987232,0.0,0.0,0.0,0.0,0.60986954,1.0631194,0.0,4,0,0,0,0,0,1,1,0,0,0
1420704735,15.032104,14.983825,0.0,0.0,0.0,0.0,0.61001533,1.0633973,0.0,4,0,0,0,0,0,1,1,0,0,0
1421209597,14.943462,14.982379,0.0,0.0,0.0,0.0,0.61015815,1.0634991,0.0,4,0,0,0,0,0,1,1,0,0,0
1421702187,14.987783,14.98187,0.0,0.0,0.0,0.0,0.6102937,1.0635436,0.0,4,0,0,0,0,0,1,1,0,0,0
1422207128,15.002557,14.981071,0.0,0.0,0.0,0.0,0.61043537,1.0636307,0.0,4,0,0,0,0,0,1,1,0,0,0
1422711919,14.965623,14.975855,0.0,0.0,0.0,0.0,0.6105693,1.0640273,0.0,4,0,0,0,0,0,1,1,0,0,0
1423204778,14.943462,14.974945,0.0,0.0,0.0,0.0,0.6106968,1.0640651,0.0,4,0,0,0,0,0,1,1,0,0,0
1423710342,14.958236,14.973841,0.0,0.0,0.0,0.0,0.61082315,1.0642035,0.0,4,0,0,0,0,0,1,1,0,0,0
1424215170,15.046877,14.9766245,0.0,0.0,0.0,0.0,0.610944,1.0640818,0.0,4,0,0,0,0,0,1,1,0,0,0
1424707975,14.973009,14.975033,0.0,0.0,0.0,0.0,0.6110677,1.0642384,0.0,4,0,0,0,0,0,1,1,0,0,0
1425212588,14.980396,14.977413,0.0,0.0,0.0,0.0,0.61119217,1.0640628,0.0,4,0,0,0,0,0,1,1,0,0,0
1425717478,14.980396,14.980669,0.0,0.0,0.0,0.0,0.61131835,1.0637766,0.0,4,0,0,0,0,0,1,1,0,0,0
1426211128,14.973009,14.977376,0.0,0.0,0.0,0.0,0.6114423,1.0639697,0.0,4,0,0,0,0,0,1,1,0,0,0
1426715982,14.943462,14.981101,0.0,0.0,0.0,0.0,0.6115752,1.0636549,0.0,4,0,0,0,0,0,1,1,0,0,0
1427220735,14.95085,14.971787,0.0,0.0,0.0,0.0,0.61170155,1.0642209,0.0,4,0,0,0,0,0,1,1,0,0,0
1427713523,14.958236,14.966812,0.0,0.0,0.0,0.0,0.6118155,1.0645123,0.0,4,0,0,0,0,0,1,1,0,0,0
1428218365,14.943462,14.968692,0.0,0.0,0.0,0.0,0.6119297,1.0642524,0.0,4,0,0,0,0,0,1,1,0,0,0
1428723779,14.913915,14.956573,0.0,0.0,0.0,0.0,0.61203766,1.0651157,0.0,4,0,0,0,0,0,1,1,0,0,0
1429216576,14.973009,14.958369,0.0,0.0,0.0,0.0,0.6121299,1.0650303,0.0,4,0,0,0,0,0,1,1,0,0,0
1429721523,14.95085,14.962456,0.0,0.0,0.0,0.0,0.6122321,1.0648406,0.0,4,0,0,0,0,0,1,1,0,0,0
1430226331,14.913915,14.963435,0.0,0.0,0.0,0.0,0.61233294,1.0647547,0.0,4,0,0,0,0,0,1,1,0,0,0
1430719125,14.913915,14.962514,0.0,0.0,0.0,0.0,0.6124317,1.0648324,0.0,4,0,0,0,0,0,1,1,0,0,0
1431224150,14.987783,14.958271,0.0,0.0,0.0,0.0,0.6125265,1.0650617,0.0,4,0,0,0,0,0,1,1,0,0,0
1432222346,15.032104,14.960074,0.0,0.0,0.0,0.0,0.61272097,1.0650042,0.0,4,0,0,0,0,0,1,1,0,0,0
1432727174,14.95085,14.962413,0.0,0.0,0.0,0.0,0.61282045,1.0649539,0.0,4,0,0,0,0,0,1,1,0,0,0
1433231928,14.965623,14.962746,0.0,0.0,0.0,0.0,0.6129141,1.0650626,0.0,4,0,0,0,0,0,1,1,0,0,0
1433724720,14.958236,14.956158,0.0,0.0,0.0,0.0,0.61300015,1.0654135,0.0,4,0,0,0,0,0,1,1,0,0,0
1434229528,14.980396,14.952861,0.0,0.0,0.0,0.0,0.6130815,1.0655147,0.0,4,0,0,0,0,0,1,1,0,0,0
1434735165,14.928689,14.942921,0.0,0.0,0.0,0.0,0.6131557,1.066137,0.0,4,0,0,0,0,0,1,1,0,0,0
1435227959,14.958236,14.945448,0.0,0.0,0.0,0.0,0.6132308,1.0659473,0.0,4,0,0,0,0,0,1,1,0,0,0
1435732737,14.936075,14.955602,0.0,0.0,0.0,0.0,0.61331624,1.0653329,0.0,4,0,0,0,0,0,1,1,0,0,0
1436237525,14.95085,14.950787,0.0,0.0,0.0,0.0,0.6133972,1.0657392,0.0,4,0,0,0,0,0,1,1,0,0,0
1436730559,14.99517,14.951052,0.0,0.0,0.0,0.0,0.61346895,1.0657537,0.0,4,0,0,0,0,0,1,1,0,0,0
1437235953,14.921302,14.945052,0.0,0.0,0.0,0.0,0.6135412,1.0661317,0.0,4,0,0,0,0,0,1,1,0,0,0
1437740720,14.95085,14.944214,0.0,0.0,0.0,0.0,0.6136093,1.0661441,0.0,4,0,0,0,0,0,1,1,0,0,0
1438233423,14.958236,14.940639,0.0,0.0,0.0,0.0,0.6136736,1.0663153,0.0,4,0,0,0,0,0,1,1,0,0,0
1438738332,14.936075,14.938402,0.0,0.0,0.0,0.0,0.61373407,1.0664666,0.0,4,0,0,0,0,0,1,1,0,0,0
1439243292,14.928689,14.939722,0.0,0.0,0.0,0.0,0.61379355,1.0663754,0.0,4,0,0,0,0,0,1,1,0,0,0
1439736728,14.980396,14.943872,0.0,0.0,0.0,0.0,0.6138519,1.0660812,0.0,4,0,0,0,0,0,1,1,0,0,0
1440241612,14.928689,14.935841,0.0,0.0,0.0,0.0,0.61390996,1.0665867,0.0,4,0,0,0,0,0,1,1,0,0,0
1440746433,14.928689,14.934044,0.0,0.0,0.0,0.0,0.6139647,1.0666636,0.0,4,0,0,0,0,0,1,1,0,0,0
1441239125,14.921302,14.940076,0.0,0.0,0.0,0.0,0.6140217,1.0663096,0.0,4,0,0,0,0,0,1,1,0,0,0
1441743779,14.973009,14.939344,0.0,0.0,0.0,0.0,0.6140789,1.0663782,0.0,4,0,0,0,0,0,1,1,0,0,0
1442249535,14.928689,14.952098,0.0,0.0,0.0,0.0,0.61414653,1.0655208,0.0,4,0,0,0,0,0,1,1,0,0,0
1442742249,14.973009,14.948756,0.0,0.0,0.0,0.0,0.61421746,1.0657581,0.0,4,0,0,0,0,0,1,1,0,0,0
1443247138,14.928689,14.943376,0.0,0.0,0.0,0.0,0.61428934,1.066142,0.0,4,0,0,0,0,0,1,1,0,0,0
1443751800,14.906528,14.936803,0.0,0.0,0.0,0.0,0.6143493,1.0665716,0.0,4,0,0,0,0,0,1,1,0,0,0
1444244731,14.884368,14.932636,0.0,0.0,0.0,0.0,0.6143995,1.0667742,0.0,4,0,0,0,0,0,1,1,0,0,0
1444750366,14.980396,14.93491,0.0,0.0,0.0,0.0,0.6144466,1.0666792,0.0,4,0,0,0,0,0,1,1,0,0,0
1445255126,14.936075,14.900775,0.0,0.0,0.0,0.0,0.6144792,1.0685128,0.0,4,0,0,0,0,0,1,1,0,0,0
1445748134,14.876981,14.898155,0.0,0.0,0.0,0.0,0.6144859,1.0682979,0.0,4,0,0,0,0,0,1,1,0,0,0
1446252762,14.862207,14.852189,0.0,0.0,0.0,0.0,0.6144471,1.0711248,0.0,4,0,0,0,0,0,1,1,0,0,0
1446746183,14.692311,14.843508,0.0,0.0,0.0,0.0,0.61439115,1.0715265,0.0,4,0,0,0,0,0,1,1,0,0,0
1447251141,14.884368,14.841677,0.0,0.0,0.0,0.0,0.614305,1.071462,0.0,4,0,0,0,0,0,1,1,0,0,0
1447755916,14.8252735,14.814666,0.0,0.0,0.0,0.0,0.614205,1.0732083,0.0,4,0,0,0,0,0,1,1,0,0,0
1448248612,14.714472,14.807629,0.0,0.0,0.0,0.0,0.6140911,1.073706,0.0,4,0,0,0,0,0,1,1,0,0,0
1448754335,14.840047,14.7999325,0.0,0.0,0.0,0.0,0.61393046,1.0741916,0.0,4,0,0,0,0,0,1,1,0,0,0
1449258972,14.773566,14.791199,0.0,0.0,0.0,0.0,0.61379284,1.0746825,0.0,4,0,0,0,0,0,1,1,0,0,0
1449751982,14.913915,14.812479,0.0,0.0,0.0,0.0,0.6136562,1.0731481,0.0,4,0,0,0,0,0,1,1,0,0,0
1450256767,14.862207,14.802281,0.0,0.0,0.0,0.0,0.61353505,1.073693,0.0,4,0,0,0,0,0,1,1,0,0,0
1450761539,14.6184435,14.803157,0.0,0.0,0.0,0.0,0.6134141,1.0736247,0.0,4,0,0,0,0,0,1,1,0,0,0
1451255138,14.884368,14.8100815,0.0,0.0,0.0,0.0,0.6132767,1.0732261,0.0,4,0,0,0,0,0,1,1,0,0,0
1452264720,14.847434,14.795123,0.0,0.0,0.0,0.0,0.612975,1.0742913,0.0,4,0,0,0,0,0,1,1,0,0,0
1452757524,14.78834,14.785234,0.0,0.0,0.0,0.0,0.6128188,1.074966,0.0,4,0,0,0,0,0,1,1,0,0,0
1453263003,14.736632,14.786807,0.0,0.0,0.0,0.0,0.6126552,1.074842,0.0,4,0,0,0,0,0,1,1,0,0,0
1453767915,14.780953,14.774424,0.0,0.0,0.0,0.0,0.6124757,1.0757198,0.0,4,0,0,0,0,0,1,1,0,0,0
1454260769,14.684925,14.773263,0.0,0.0,0.0,0.0,0.6123001,1.0758404,0.0,4,0,0,0,0,0,1,1,0,0,0
1454765540,14.832661,14.783696,0.0,0.0,0.0,0.0,0.6121174,1.0751119,0.0,4,0,0,0,0,0,1,1,0,0,0
1455270975,14.758793,14.761266,0.0,0.0,0.0,0.0,0.61191857,1.0766144,0.0,4,0,0,0,0,0,1,1,0,0,0
1455763898,14.899141,14.770764,0.0,0.0,0.0,0.0,0.61171865,1.0762074,0.0,4,0,0,0,0,0,1,1,0,0,0
1456268756,14.913915,14.802768,0.0,0.0,0.0,0.0,0.6115503,1.0746015,0.0,4,0,0,0,0,0,1,1,0,0,0
1456773422,14.869595,14.828737,0.0,0.0,0.0,0.0,0.61142814,1.073277,0.0,4,0,0,0,0,0,1,1,0,0,0
1457267315,14.862207,14.839718,0.0,0.0,0.0,0.0,0.61132926,1.0727414,0.0,4,0,0,0,0,0,1,1,0,0,0
1457771916,14.869595,14.852444,0.0,0.0,0.0,0.0,0.6112448,1.0719873,0.0,4,0,0,0,0,0,1,1,0,0,0
1458276716,14.862207,14.868982,0.0,0.0,0.0,0.0,0.6111941,1.0709621,0.0,4,0,0,0,0,0,1,1,0,0,0
1458769537,14.847434,14.872075,0.0,0.0,0.0,0.0,0.6111532,1.0708615,0.0,4,0,0,0,0,0,1,1,0,0,0
1459275122,14.876981,14.872203,0.0,0.0,0.0,0.0,0.6111104,1.0709223,0.0,4,0,0,0,0,0,1,1,0,0,0
1459780175,14.847434,14.873257,0.0,0.0,0.0,0.0,0.61107296,1.070773,0.0,4,0,0,0,0,0,1,1,0,0,0
1460272729,14.854821,14.872379,0.0,0.0,0.0,0.0,0.61103255,1.0708398,0.0,4,0,0,0,0,0,1,1,0,0,0
1460777563,14.869595,14.870941,0.0,0.0,0.0,0.0,0.61099213,1.0709395,0.0,4,0,0,0,0,0,1,1,0,0,0
1461271147,14.854821,14.874788,0.0,0.0,0.0,0.0,0.6109491,1.0707511,0.0,4,0,0,0,0,0,1,1,0,0,0
1461775916,14.854821,14.876849,0.0,0.0,0.0,0.0,0.61091334,1.0704657,0.0,4,0,0,0,0,0,1,1,0,0,0
1462280720,14.847434,14.873542,0.0,0.0,0.0,0.0,0.61087966,1.0706564,0.0,4,0,0,0,0,0,1,1,0,0,0
1462773582,14.869595,14.878903,0.0,0.0,0.0,0.0,0.61084646,1.0703335,0.0,4,0,0,0,0,0,1,1,0,0,0
1463279016,14.876981,14.880253,0.0,0.0,0.0,0.0,0.61082566,1.0702329,0.0,4,0,0,0,0,0,1,1,0,0,0
1463784175,14.862207,14.879387,0.0,0.0,0.0,0.0,0.6108022,1.0703058,0.0,4,0,0,0,0,0,1,1,0,0,0
1464276720,14.906528,14.880497,0.0,0.0,0.0,0.0,0.61077785,1.0702201,0.0,4,0,0,0,0,0,1,1,0,0,0
1464781530,14.906528,14.877891,0.0,0.0,0.0,0.0,0.6107567,1.0703776,0.0,4,0,0,0,0,0,1,1,0,0,0
1465287278,14.876981,14.877704,0.0,0.0,0.0,0.0,0.61072946,1.0706884,0.0,4,0,0,0,0,0,1,1,0,0,0
1465779932,14.928689,14.879018,0.0,0.0,0.0,0.0,0.61069024,1.0707798,0.0,4,0,0,0,0,0,1,1,0,0,0
1466790376,14.862207,14.8828335,0.0,0.0,0.0,0.0,0.6106343,1.070386,0.0,4,0,0,0,0,0,1,1,0,0,0
1467283196,14.847434,14.888701,0.0,0.0,0.0,0.0,0.6106153,1.0699456,0.0,4,0,0,0,0,0,1,1,0,0,0
1467787971,14.840047,14.877465,0.0,0.0,0.0,0.0,0.61059165,1.0706382,0.0,4,0,0,0,0,0,1,1,0,0,0
1468292585,14.862207,14.870907,0.0,0.0,0.0,0.0,0.61055094,1.0710264,0.0,4,0,0,0,0,0,1,1,0,0,0
1468786574,14.869595,14.869437,0.0,0.0,0.0,0.0,0.61050874,1.0711622,0.0,4,0,0,0,0,0,1,1,0,0,0
1469291121,14.869595,14.869916,0.0,0.0,0.0,0.0,0.6104637,1.0711111,0.0,4,0,0,0,0,0,1,1,0,0,0
1469783929,14.854821,14.875925,0.0,0.0,0.0,0.0,0.61042225,1.0706613,0.0,4,0,0,0,0,0,1,1,0,0,0
1470288734,14.817887,14.869822,0.0,0.0,0.0,0.0,0.6103841,1.0710073,0.0,4,0,0,0,0,0,1,1,0,0,0
1470794352,14.899141,14.868835,0.0,0.0,0.0,0.0,0.6103396,1.0710227,0.0,4,0,0,0,0,0,1,1,0,0,0
1471286975,14.869595,14.866378,0.0,0.0,0.0,0.0,0.61030024,1.071118,0.0,4,0,0,0,0,0,1,1,0,0,0
1471791795,14.840047,14.864063,0.0,0.0,0.0,0.0,0.61025286,1.071377,0.0,4,0,0,0,0,0,1,1,0,0,0
1472297681,14.862207,14.868861,0.0,0.0,0.0,0.0,0.61020356,1.0712095,0.0,4,0,0,0,0,0,1,1,0,0,0
1472790338,14.869595,14.869002,0.0,0.0,0.0,0.0,0.6101531,1.071653,0.0,4,0,0,0,0,0,1,1,0,0,0
1473295124,14.958236,14.882903,0.0,0.0,0.0,0.0,0.6100999,1.0714316,0.0,4,0,0,0,0,0,1,1,0,0,0
1473799962,14.884368,14.889364,0.0,0.0,0.0,0.0,0.61005086,1.0716225,0.0,4,0,0,0,0,0,1,1,0,0,0
1474293520,14.891755,14.895073,0.0,0.0,0.0,0.0,0.60999763,1.0719324,0.0,4,0,0,0,0,0,1,1,0,0,0
1474798187,14.928689,14.907248,0.0,0.0,0.0,0.0,0.60993165,1.0719754,0.0,4,0,0,0,0,0,1,1,0,0,0
1475303133,14.980396,14.920372,0.0,0.0,0.0,0.0,0.6098618,1.0725788,0.0,4,0,0,0,0,0,1,1,0,0,0
1475796722,15.098585,14.971544,0.0,0.0,0.0,0.0,0.6096253,1.0823414,0.0,4,0,0,0,0,0,1,1,0,0,0
1476301553,15.135519,15.02568,0.0,0.0,0.0,0.0,0.6091181,1.0889399,0.0,4,0,0,0,0,0,1,1,0,0,0
1476794190,15.128132,15.063209,0.0,0.0,0.0,0.0,0.608444,1.0930324,0.0,4,0,0,0,0,0,1,1,0,0,0
1477299098,15.165066,15.091458,0.0,0.0,0.0,0.0,0.6076233,1.0956055,0.0,4,0,0,0,0,0,1,1,0,0,0
