timestamp,remote_timestamp,observed_offset,estimated_offset,round_trip_time
1438845514,1550508378083183,-1550506939242076,-1550506939240426,8772
1438956663,1550508378193189,-1550506939246501,-1550506939240426,19942
1439050337,1550508378285483,-1550506939241702,-1550506939240426,13106
1439158573,1550508378396015,-1550506939248749,-1550506939240426,22608
1439378287,1550508378613556,-1550506939255392,-1550506939240426,40233
1439469533,1550508378704906,-1550506939249409,-1550506939240426,28065
1439562738,1550508378797311,-1550506939245268,-1550506939240426,20522
1439653400,1550508378889950,-1550506939242475,-1550506939240426,11842
1439766733,1550508378999615,-1550506939246622,-1550506939240426,27466
1439873613,1550508379108782,-1550506939250470,-1550506939240426,30596
1439966197,1550508379200595,-1550506939246166,-1550506939240426,23515
1440074133,1550508379311426,-1550506939252739,-1550506939240426,30879
1440166170,1550508379402462,-1550506939246407,-1550506939240426,16983
1440291543,1550508379528412,-1550506939258712,-1550506939240426,43672
1440384558,1550508379621148,-1550506939254620,-1550506939240426,36044
1440476277,1550508379713638,-1550506939249233,-1550506939240426,23737
1440569338,1550508379804241,-1550506939243903,-1550506939240426,17992
1440657620,1550508379895945,-1550506939240502,-1550506939240420,4320
1440769408,1550508380005265,-1550506939244549,-1550506939240420,17376
1440878549,1550508380116014,-1550506939248795,-1550506939240420,22655
1440969522,1550508380207940,-1550506939244956,-1550506939240420,13071
1441300011,1550508380536747,-1550506939259762,-1550506939240420,46046
1441393207,1550508380627687,-1550506939253695,-1550506939240420,34593
1441483336,1550508380719039,-1550506939250230,-1550506939240420,29040
1441575274,1550508380811761,-1550506939245387,-1550506939240420,17795
1441666512,1550508380904931,-1550506939244844,-1550506939240420,12843
1441776733,1550508381013818,-1550506939248583,-1550506939240420,22982
1441959517,1550508381196877,-1550506939239737,-1550506939240412,4713
1442071384,1550508381307331,-1550506939243821,-1550506939240412,15741
1442162468,1550508381398419,-1550506939239843,-1550506939240404,7751
1442308344,1550508381543880,-1550506939261389,-1550506939240404,51699
1442399148,1550508381634924,-1550506939257315,-1550506939240404,43064
1442490334,1550508381726989,-1550506939253501,-1550506939240404,33687
1442582721,1550508381820073,-1550506939250722,-1550506939240404,26733
1442693291,1550508381929330,-1550506939251978,-1550506939240404,31865
1442785553,1550508382021293,-1550506939248490,-1550506939240404,24983
1442895291,1550508382131603,-1550506939253152,-1550506939240404,33667
1442967220,1550508382204162,-1550506939240597,-1550506939240398,7285
1443078498,1550508382316196,-1550506939246456,-1550506939240398,17508
1443170458,1550508382407336,-1550506939243325,-1550506939240398,12888
1443372360,1550508382608704,-1550506939243888,-1550506939240398,15081
1443499277,1550508382735242,-1550506939253909,-1550506939240398,35880
1443588764,1550508382826301,-1550506939253151,-1550506939240398,31220
1443686116,1550508382919078,-1550506939248300,-1550506939240398,25082
1443774105,1550508383009686,-1550506939241935,-1550506939240398,12701
1443867331,1550508383102533,-1550506939239929,-1550506939240390,9413
1443975330,1550508383211616,-1550506939244489,-1550506939240390,16400
1444175550,1550508383413658,-1550506939246548,-1550506939240390,16873
1444288337,1550508383524151,-1550506939248330,-1550506939240390,25027
1444378830,1550508383615502,-1550506939244179,-1550506939240390,15007
1444506809,1550508383742082,-1550506939256977,-1550506939240390,42768
1444598749,1550508383836072,-1550506939255005,-1550506939240390,35351
1444688310,1550508383924845,-1550506939249183,-1550506939240390,25288
1444779584,1550508384016363,-1550506939244887,-1550506939240390,16201
1444889423,1550508384126084,-1550506939249451,-1550506939240390,25572
1444982580,1550508384218751,-1550506939243406,-1550506939240390,14462
1445093102,1550508384330103,-1550506939249174,-1550506939240390,23406
1445186359,1550508384421122,-1550506939241457,-1550506939240390,13373
1445294289,1550508384530945,-1550506939244978,-1550506939240390,16636
1445385305,1550508384622765,-1550506939241450,-1550506939240387,7939
1445512424,1550508384749706,-1550506939252544,-1550506939240387,30517
1445604737,1550508384840450,-1550506939245675,-1550506939240387,19919
1445715288,1550508384950649,-1550506939248123,-1550506939240387,25519
1445807365,1550508385043126,-1550506939244199,-1550506939240387,16870
1445921625,1550508385154462,-1550506939246130,-1550506939240387,26579
1446010510,1550508385246134,-1550506939244422,-1550506939240387,16002
1446121732,1550508385355861,-1550506939247108,-1550506939240387,25945
1446209628,1550508385447702,-1550506939243260,-1550506939240387,10359
1446338283,1550508385573509,-1550506939256631,-1550506939240387,42804
1446430437,1550508385668094,-1550506939254603,-1550506939240387,33885
1446518776,1550508385756393,-1550506939247095,-1550506939240387,18948
1446612733,1550508385848906,-1550506939242983,-1550506939240387,12852
1446721500,1550508385958956,-1550506939247551,-1550506939240387,20174
1446833291,1550508386069155,-1550506939252093,-1550506939240387,32450
1446925285,1550508386160267,-1550506939247460,-1550506939240387,24950
1447033495,1550508386270864,-1550506939252053,-1550506939240387,29360
1447128366,1550508386362919,-1550506939246338,-1550506939240387,23563
1447220560,1550508386454529,-1550506939242664,-1550506939240387,12851
1447436796,1550508386673172,-1550506939249886,-1550506939240387,27014
1447528525,1550508386763612,-1550506939244663,-1550506939240387,19144
1447618859,1550508386856561,-1550506939242521,-1550506939240387,9599
1447728648,1550508386965288,-1550506939246335,-1550506939240387,19385
1447822335,1550508387058274,-1550506939242113,-1550506939240387,12340
1447933097,1550508387169125,-1550506939247835,-1550506939240387,23608
1448026048,1550508387260544,-1550506939239595,-1550506939240387,10192
1448134305,1550508387371025,-1550506939246759,-1550506939240387,20071
1448223575,1550508387461373,-1550506939242035,-1550506939240385,8432
1448349640,1550508387587682,-1550506939253356,-1550506939240385,30620
1448443104,1550508387680337,-1550506939249268,-1550506939240385,24055
1448534809,1550508387771703,-1550506939244503,-1550506939240385,15205
1448646472,1550508387881665,-1550506939246993,-1550506939240385,23585
1448755948,1550508387991710,-1550506939251539,-1550506939240385,31547
1448845659,1550508388083057,-1550506939246162,-1550506939240385,17030
1448959293,1550508388193629,-1550506939249585,-1550506939240385,30484
1449051658,1550508388285424,-1550506939245575,-1550506939240385,23610
1449176660,1550508388413126,-1550506939258506,-1550506939240385,44067
1449270048,1550508388503451,-1550506939251834,-1550506939240385,36854
1449358296,1550508388595194,-1550506939249183,-1550506939240385,24564
1449449980,1550508388687645,-1550506939246404,-1550506939240385,16606
1449562302,1550508388797956,-1550506939247830,-1550506939240385,24339
1449654279,1550508388890198,-1550506939243737,-1550506939240385,15622
1449763289,1550508389000281,-1550506939249114,-1550506939240385,24239
1449872934,1550508389110041,-1550506939252410,-1550506939240385,30592
1449966387,1550508389202269,-1550506939247997,-1550506939240385,24222
1450057593,1550508389293966,-1550506939244009,-1550506939240385,14730
1450183302,1550508389419857,-1550506939256329,-1550506939240385,39543
1450273443,1550508389511688,-1550506939251737,-1550506939240385,26977
1450456580,1550508389694633,-1550506939242228,-1550506939240385,8309
1450567747,1550508389805172,-1550506939247392,-1550506939240385,19919
1450658569,1550508389896282,-1550506939241174,-1550506939240381,6880
1450770390,1550508390007542,-1550506939244725,-1550506939240381,15140
1450861459,1550508390098856,-1550506939242337,-1550506939240380,9839
1450973291,1550508390209427,-1550506939246198,-1550506939240380,20117
1451097424,1550508390335301,-1550506939258579,-1550506939240380,41398
1451190330,1550508390426607,-1550506939253455,-1550506939240380,34343
1451281378,1550508390518769,-1550506939249467,-1550506939240380,24139
1451394288,1550508390629238,-1550506939253167,-1550506939240380,36419
1451468351,1550508390704012,-1550506939239866,-1550506939240372,8368
1451684815,1550508390922163,-1550506939248739,-1550506939240372,22776
1451796706,1550508391033516,-1550506939253532,-1550506939240372,33430
1451888652,1550508391125568,-1550506939248114,-1550506939240372,22388
1452015289,1550508391251843,-1550506939260977,-1550506939240372,48838
1452106568,1550508391342695,-1550506939256276,-1550506939240372,39210
1452287690,1550508391525504,-1550506939246430,-1550506939240372,17225
1452398523,1550508391636298,-1550506939251017,-1550506939240372,26471
1452491334,1550508391727995,-1550506939246385,-1550506939240372,19441
1452604285,1550508391839119,-1550506939250805,-1550506939240372,31928
1452698560,1550508391930777,-1550506939245478,-1550506939240372,26515
1452806783,1550508392041281,-1550506939252031,-1550506939240372,34146
1452897327,1550508392133447,-1550506939247232,-1550506939240372,22209
1453115174,1550508392349648,-1550506939253376,-1550506939240372,37798
1453206414,1550508392441751,-1550506939249422,-1550506939240372,28155
1453296488,1550508392533553,-1550506939246931,-1550506939240372,19725
1453406442,1550508392643652,-1550506939249755,-1550506939240372,25083
1453497935,1550508392735506,-1550506939246351,-1550506939240372,16679
1453702328,1550508392938114,-1550506939245398,-1550506939240372,19209
1453812619,1550508393048432,-1550506939248621,-1550506939240372,25611
1453903327,1550508393139481,-1550506939244939,-1550506939240372,17556
1454119382,1550508393357283,-1550506939251862,-1550506939240372,27915
1454215205,1550508393449185,-1550506939246076,-1550506939240372,24178
1454323577,1550508393559471,-1550506939250246,-1550506939240372,28112
1454414083,1550508393651131,-1550506939246182,-1550506939240372,18252
1454524278,1550508393761472,-1550506939249655,-1550506939240372,24915
1454619160,1550508393853308,-1550506939243713,-1550506939240372,19117
1454708409,1550508393944804,-1550506939238971,-1550506939240362,5111
1454947714,1550508394181559,-1550506939253771,-1550506939240362,39844
1455127897,1550508394364747,-1550506939244344,-1550506939240362,14982
1455240346,1550508394476152,-1550506939247634,-1550506939240362,23650
1455331858,1550508394567009,-1550506939242086,-1550506939240362,13863
1455552460,1550508394789602,-1550506939250684,-1550506939240362,27077
1455734285,1550508394971102,-1550506939239179,-1550506939240352,4696
1455862047,1550508395097935,-1550506939249652,-1550506939240352,27522
1455952867,1550508395189378,-1550506939246173,-1550506939240352,19317
1456065343,1550508395300557,-1550506939248606,-1550506939240352,26770
1456153662,1550508395391366,-1550506939245558,-1550506939240352,15694
1456263944,1550508395501745,-1550506939250331,-1550506939240352,25047
1456362170,1550508395596494,-1550506939246189,-1550506939240352,22766
1456466387,1550508395703433,-1550506939250179,-1550506939240352,26250
1456562185,1550508395795258,-1550506939242534,-1550506939240352,18914
1456683771,1550508395921513,-1550506939257584,-1550506939240352,39671
1456778457,1550508396013982,-1550506939252659,-1550506939240352,34260
1456869342,1550508396105149,-1550506939246398,-1550506939240352,21176
1456960360,1550508396196851,-1550506939243095,-1550506939240352,11596
1457071209,1550508396306669,-1550506939246589,-1550506939240352,22250
1457163336,1550508396398862,-1550506939241024,-1550506939240352,10989
1457273158,1550508396508481,-1550506939245441,-1550506939240352,20228
1457382414,1550508396619330,-1550506939251407,-1550506939240352,28976
1457476083,1550508396711547,-1550506939246793,-1550506939240352,22651
1457565423,1550508396803156,-1550506939241773,-1550506939240350,8055
1457692382,1550508396929161,-1550506939253741,-1550506939240350,33917
1457784793,1550508397020977,-1550506939250142,-1550506939240350,27908
1457879291,1550508397113507,-1550506939244495,-1550506939240350,20545
1457966518,1550508397205118,-1550506939241174,-1550506939240346,5107
1458099387,1550508397333255,-1550506939251672,-1550506939240346,35601
1458169634,1550508397406945,-1550506939240732,-1550506939240341,6814
1458301407,1550508397536450,-1550506939254077,-1550506939240341,38062
1458371564,1550508397609197,-1550506939240396,-1550506939240335,5492
1458496327,1550508397725807,-1550506939243681,-1550506939240335,28386
1458610029,1550508397844925,-1550506939255859,-1550506939240335,41919
1458702779,1550508397939214,-1550506939252236,-1550506939240335,31597
1458790425,1550508398028215,-1550506939247581,-1550506939240335,19575
1458901384,1550508398137812,-1550506939250834,-1550506939240335,28807
1458994591,1550508398230951,-1550506939248385,-1550506939240335,21700
1459103833,1550508398340688,-1550506939251029,-1550506939240335,28334
1459219041,1550508398453148,-1550506939255177,-1550506939240335,42133
1459307834,1550508398543157,-1550506939248466,-1550506939240335,26279
1459397505,1550508398635698,-1550506939246236,-1550506939240335,16079
1459523602,1550508398761010,-1550506939256724,-1550506939240335,38626
1459616049,1550508398852196,-1550506939250589,-1550506939240335,25703
1459709284,1550508398944228,-1550506939244722,-1550506939240335,19550
1459799314,1550508399036138,-1550506939239870,-1550506939240328,6065
1459910337,1550508399146198,-1550506939243757,-1550506939240328,15785
1460019274,1550508399256076,-1550506939247867,-1550506939240328,22125
1460129782,1550508399366685,-1550506939252655,-1550506939240328,31496
1460221628,1550508399459424,-1550506939249526,-1550506939240328,23446
1460314427,1550508399550287,-1550506939243621,-1550506939240328,15516
1460439361,1550508399677010,-1550506939257852,-1550506939240328,39106
1460532346,1550508399768094,-1550506939251861,-1550506939240328,32219
1460622854,1550508399859698,-1550506939248582,-1550506939240328,23469
1460734374,1550508399969542,-1550506939250855,-1550506939240328,31366
1460825363,1550508400061191,-1550506939246127,-1550506939240328,20591
1460935122,1550508400172011,-1550506939251606,-1550506939240328,29421
1461029774,1550508400263486,-1550506939246529,-1550506939240328,24826
1461117515,1550508400355150,-1550506939244754,-1550506939240328,14224
1461231383,1550508400465913,-1550506939247533,-1550506939240328,25998
1461355823,1550508400593327,-1550506939260971,-1550506939240328,46929
1461446502,1550508400683408,-1550506939257192,-1550506939240328,40559
1461538297,1550508400775285,-1550506939253560,-1550506939240328,33137
1461632737,1550508400866632,-1550506939247949,-1550506939240328,26951
1461722501,1550508400958376,-1550506939246156,-1550506939240328,20557
1461835277,1550508401069508,-1550506939250623,-1550506939240328,32777
1461943274,1550508401179074,-1550506939253953,-1550506939240328,36301
1462036555,1550508401271953,-1550506939252353,-1550506939240328,33895
1462126784,1550508401362630,-1550506939245968,-1550506939240328,20239
1462235868,1550508401472404,-1550506939250980,-1550506939240328,28123
1462327549,1550508401564940,-1550506939247797,-1550506939240328,20806
1462639207,1550508401875920,-1550506939252116,-1550506939240328,30798
1462730396,1550508401967349,-1550506939247963,-1550506939240328,22006
1462823298,1550508402058631,-1550506939243130,-1550506939240328,15588
1462931585,1550508402168036,-1550506939247899,-1550506939240328,22889
1463024424,1550508402259354,-1550506939244128,-1550506939240328,12633
1463132542,1550508402370785,-1550506939249986,-1550506939240328,23470
1463225445,1550508402462425,-1550506939243789,-1550506939240328,13605
1463335728,1550508402572889,-1550506939248367,-1550506939240328,22399
1463428976,1550508402663942,-1550506939242239,-1550506939240328,14532
1463649415,1550508402882139,-1550506939247641,-1550506939240328,25706
1463737739,1550508402974241,-1550506939246414,-1550506939240328,19810
1463831368,1550508403066035,-1550506939239566,-1550506939240319,9765
1463938510,1550508403176243,-1550506939245966,-1550506939240319,16452
1464143338,1550508403378209,-1550506939244928,-1550506939240316,20108
1464251495,1550508403488939,-1550506939249910,-1550506939240316,24924
1464343290,1550508403579936,-1550506939242676,-1550506939240316,12045
1464468299,1550508403705090,-1550506939256583,-1550506939240316,39577
1464559534,1550508403797348,-1550506939253658,-1550506939240316,31680
1464655132,1550508403889608,-1550506939246829,-1550506939240316,23204
1464744292,1550508403980769,-1550506939242564,-1550506939240316,12161
1464853546,1550508404091188,-1550506939248507,-1550506939240316,21716
1464965308,1550508404201565,-1550506939252566,-1550506939240316,32603
1465039314,1550508404273904,-1550506939238179,-1550506939240303,7136
1465149295,1550508404386012,-1550506939243044,-1550506939240303,12640
1465260339,1550508404495456,-1550506939246968,-1550506939240303,23688
1465350289,1550508404586911,-1550506939243427,-1550506939240303,13602
1465476780,1550508404713056,-1550506939256337,-1550506939240303,40115
1465567619,1550508404804105,-1550506939251664,-1550506939240303,30348
1465660918,1550508404897771,-1550506939247941,-1550506939240303,21654
1465752695,1550508404988987,-1550506939241479,-1550506939240303,10368
1465861448,1550508405098916,-1550506939247361,-1550506939240303,19780
1465973671,1550508405209000,-1550506939250843,-1550506939240303,31012
1466063288,1550508405300173,-1550506939247756,-1550506939240303,21736
1466158742,1550508405392711,-1550506939243818,-1550506939240303,19691
1466267694,1550508405503284,-1550506939248384,-1550506939240303,24860
1466359288,1550508405595014,-1550506939245502,-1550506939240303,19538
1466482488,1550508405720429,-1550506939259258,-1550506939240303,42627
1466574439,1550508405812481,-1550506939255311,-1550506939240303,34531
1466666428,1550508405904255,-1550506939250891,-1550506939240303,26120
1466760429,1550508405995761,-1550506939245083,-1550506939240303,19486
1466852511,1550508406087366,-1550506939241470,-1550506939240303,12138
1467053280,1550508406289205,-1550506939242032,-1550506939240303,12200
1467161545,1550508406399302,-1550506939247859,-1550506939240303,20191
1467254554,1550508406491521,-1550506939243642,-1550506939240303,13342
1467364603,1550508406601041,-1550506939246735,-1550506939240303,20579
1467582937,1550508406819193,-1550506939255316,-1550506939240303,36827
1467677503,1550508406912184,-1550506939250341,-1550506939240303,31312
1467767300,1550508407003637,-1550506939246800,-1550506939240303,20919
1467857176,1550508407094330,-1550506939243030,-1550506939240303,11744
1467969887,1550508407204453,-1550506939246753,-1550506939240303,24368
1468059585,1550508407296473,-1550506939243125,-1550506939240303,12468
1468174541,1550508407408108,-1550506939247807,-1550506939240303,26408
1468262144,1550508407498826,-1550506939242618,-1550506939240303,11864
1468372286,1550508407608478,-1550506939247185,-1550506939240303,21978
1468464297,1550508407701000,-1550506939243046,-1550506939240303,12678
1468590872,1550508407826994,-1550506939256066,-1550506939240303,39880
1468684285,1550508407919189,-1550506939250997,-1550506939240303,32179
1468775875,1550508408010280,-1550506939246579,-1550506939240303,23209
1468865291,1550508408101267,-1550506939241209,-1550506939240303,10452
1468977283,1550508408212675,-1550506939246055,-1550506939240303,21318
1469065579,1550508408303696,-1550506939243020,-1550506939240305,9764
1469180816,1550508408414485,-1550506939244985,-1550506939240305,22617
1469268592,1550508408505643,-1550506939242913,-1550506939240305,11708
1469380302,1550508408616168,-1550506939247740,-1550506939240305,23740
1469470465,1550508408707858,-1550506939241943,-1550506939240303,9059
1469599274,1550508408834424,-1550506939253697,-1550506939240303,37088
1469688861,1550508408925829,-1550506939250184,-1550506939240303,26425
1469781596,1550508409018031,-1550506939246537,-1550506939240303,20190
1469873214,1550508409109816,-1550506939242190,-1550506939240303,11171
1469985600,1550508409219474,-1550506939244936,-1550506939240303,22105
1470075297,1550508409311866,-1550506939241149,-1550506939240299,9124
1470183551,1550508409421298,-1550506939245902,-1550506939240299,16303
1470278255,1550508409513956,-1550506939239813,-1550506939240292,8190
1470422512,1550508409658227,-1550506939257539,-1550506939240292,43642
1470515293,1550508409749959,-1550506939254812,-1550506939240292,40287
1470607362,1550508409841347,-1550506939247598,-1550506939240292,27220
1470807573,1550508410044007,-1550506939248283,-1550506939240292,23682
1470919770,1550508410154105,-1550506939248199,-1550506939240292,26803
1471028310,1550508410264206,-1550506939255888,-1550506939240292,39977
1471101335,1550508410337451,-1550506939242843,-1550506939240292,13440
1471212562,1550508410448202,-1550506939246910,-1550506939240292,22315
1471304381,1550508410540439,-1550506939241705,-1550506939240292,11281
1471429402,1550508410665808,-1550506939254656,-1550506939240292,36485
1471526359,1550508410758290,-1550506939249900,-1550506939240292,29891
1471631289,1550508410867314,-1550506939254512,-1550506939240292,36966
1471705333,1550508410940543,-1550506939240902,-1550506939240292,11379
1471929999,1550508411164218,-1550506939249256,-1550506939240292,29979
1472015551,1550508411253312,-1550506939247454,-1550506939240292,19379
1472129914,1550508411364046,-1550506939249425,-1550506939240292,30578
1472219512,1550508411455637,-1550506939246374,-1550506939240292,19625
1472343660,1550508411581570,-1550506939259522,-1550506939240292,43216
1472436417,1550508411673971,-1550506939256193,-1550506939240292,37270
1472528472,1550508411765969,-1550506939251840,-1550506939240292,28678
1472622343,1550508411856920,-1550506939246112,-1550506939240292,23054
1472733285,1550508411967556,-1550506939248767,-1550506939240292,28987
1472824028,1550508412058545,-1550506939247061,-1550506939240292,24298
1472935617,1550508412171593,-1550506939253467,-1550506939240292,34966
1473025354,1550508412261154,-1550506939248047,-1550506939240292,24487
1473114550,1550508412352327,-1550506939244437,-1550506939240292,13314
1473226293,1550508412462929,-1550506939247016,-1550506939240292,20746
1473354274,1550508412590025,-1550506939260292,-1550506939240292,49077
1473445625,1550508412680877,-1550506939255670,-1550506939240292,39415
1473534584,1550508412772920,-1550506939250803,-1550506939240292,24926
1473629403,1550508412864263,-1550506939244731,-1550506939240292,19737
1473718315,1550508412955798,-1550506939241698,-1550506939240290,8388
1473831342,1550508413065815,-1550506939244865,-1550506939240290,20776
1473939086,1550508413176570,-1550506939249281,-1550506939240290,23581
1474122118,1550508413359602,-1550506939241328,-1550506939240287,7647
1474270461,1550508413505278,-1550506939260232,-1550506939240287,50823
1474360303,1550508413597072,-1550506939257032,-1550506939240287,40513
1474455341,1550508413688514,-1550506939249038,-1550506939240287,31725
1474542808,1550508413780018,-1550506939247174,-1550506939240287,19920
1474655332,1550508413891195,-1550506939250842,-1550506939240287,29951
1474744936,1550508413981827,-1550506939245490,-1550506939240287,16433
1474856311,1550508414092198,-1550506939248018,-1550506939240287,24249
1474947739,1550508414183762,-1550506939243839,-1550506939240287,15539
1475060428,1550508414294696,-1550506939247733,-1550506939240287,26916
1475150305,1550508414386044,-1550506939244171,-1550506939240287,16856
1475368630,1550508414604741,-1550506939251857,-1550506939240287,31485
1475465448,1550508414697235,-1550506939246384,-1550506939240287,24847
1475551296,1550508414787433,-1550506939243124,-1550506939240287,13967
1475661928,1550508414898281,-1550506939247752,-1550506939240287,22783
1475752881,1550508414989430,-1550506939244053,-1550506939240287,15002
1475954143,1550508415191088,-1550506939244390,-1550506939240287,14884
1476156501,1550508415394724,-1550506939244983,-1550506939240287,13506
1476375387,1550508415612358,-1550506939250918,-1550506939240287,27066
1476577435,1550508415814895,-1550506939252228,-1550506939240287,29530
1476687530,1550508415923818,-1550506939253602,-1550506939240287,34622
1476777500,1550508416015392,-1550506939249987,-1550506939240287,24182
1476893291,1550508416125631,-1550506939250710,-1550506939240287,36733
1476980287,1550508416217079,-1550506939247882,-1550506939240287,22175
1477197615,1550508416435243,-1550506939257376,-1550506939240287,38999
1477290293,1550508416526907,-1550506939246933,-1550506939240287,20622
1477380964,1550508416618363,-1550506939244359,-1550506939240287,13912
