timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
1399094572,0.009125982,0.003456168,-0.07469347,0.0,0.9992905,0.00462431,0.0015564878,-0.037345495,0.68239367,-1.0,1,0,0,0,0,0,0
1402279612,-0.0074468623,-0.006012966,-0.022870092,-8.433e-42,0.99992305,-0.0037575408,-0.0029636845,-0.011445859,0.6793013,-1.0,1,0,0,0,0,0,0
1402380559,-0.0062990794,-0.0031496868,-0.022870092,-1.5858e-41,0.99992836,-0.0031673328,-0.0015387178,-0.011439687,0.68100184,-1.0,1,0,0,0,0,0,0
1402479531,-0.0033813096,-0.005678236,-0.022870092,-2e-43,0.99992913,-0.0017230012,-0.0028195924,-0.011439535,0.67862374,-1.0,1,0,0,0,0,0,0
1402584472,0.0012985121,-0.00025442333,-0.022870092,-0.0,0.99993443,0.00064775895,-0.00013462744,-0.011434712,0.6822293,-1.0,1,0,0,0,0,0,0
1402684754,0.0039627105,-0.0018822626,-0.022870092,0.0,0.9999322,0.001970462,-0.00096372416,-0.011432906,0.6776109,-1.0,1,0,0,0,0,0,0
1402888442,0.005099516,-0.0030917202,-0.022870092,0.0,0.99993026,0.002531909,-0.0015749092,-0.0114308065,0.67921054,-1.0,1,0,0,0,0,0,0
1403088858,0.0038898713,-0.0026636426,-0.022870092,0.0,0.9999319,0.0019295767,-0.0013539713,-0.011432177,0.6789651,-1.0,1,0,0,0,0,0,0
1403193236,0.0031168673,-0.0027285106,-0.022870092,0.0,0.99993247,0.00154273,-0.0013819844,-0.011432648,0.6793771,-1.0,1,0,0,0,0,0,0
1403293337,0.001349727,0.00042186212,-0.022870092,0.0,0.9999344,0.00067723135,0.00020320031,-0.011434936,0.67818177,-1.0,1,0,0,0,0,0,0
1403393087,0.00057912973,0.0022807599,-0.022870092,0.0,0.9999339,0.00030258577,0.001136994,-0.011435119,0.67952764,-1.0,1,0,0,0,0,0,0
1403497899,0.0004127329,0.0011172532,-0.022870092,0.0,0.99993443,0.0002127407,0.0005562303,-0.01143491,0.67638755,-1.0,1,0,0,0,0,0,0
1403598546,0.0006248804,0.0028144391,-0.022870092,0.0,0.9999336,0.00032851074,0.0014035543,-0.011435225,0.67892635,-1.0,1,0,0,0,0,0,0
1403698020,0.0018978023,0.0034331013,-0.022870092,0.0,0.99993265,0.0009684661,0.0017055864,-0.011436405,0.6798692,-1.0,1,0,0,0,0,0,0
1404002809,0.003156888,-0.005042003,-0.022870092,0.0,0.99993026,0.001549508,-0.0025388799,-0.011430767,0.67688954,-1.0,1,0,0,0,0,0,0
1404106484,0.0021024009,-0.007529367,-0.022870092,0.0,0.99992704,0.0010080759,-0.0037764467,-0.011430752,0.6778301,-1.0,1,0,0,0,0,0,0
1404307658,0.0021108654,-0.012211728,-0.022870092,0.0,0.9999155,0.0009855248,-0.0061174915,-0.011428134,0.6797729,-1.0,1,0,0,0,0,0,0
1404411671,0.002853448,-0.014962661,-0.022870092,0.0,0.99990577,0.0013410437,-0.0074970787,-0.011423794,0.6794225,-1.0,1,0,0,0,0,0,0
1404512173,0.0013544791,-0.014580614,-0.022870092,0.0,0.99990785,0.00059381477,-0.0072975075,-0.011429555,0.67822,-1.0,1,0,0,0,0,0,0
1404611609,-0.001589577,-0.014769422,-0.022870092,0.0,0.99990696,-0.00087915675,-0.0073750704,-0.011440352,0.6763802,-1.0,1,0,0,0,0,0,0
1404715665,-0.00044289633,-0.013259634,-0.022870092,0.0,0.9999126,-0.00029723882,-0.006626802,-0.011436013,0.67898965,-1.0,1,0,0,0,0,0,0
1404816777,-0.00058322144,-0.012968008,-0.022870092,0.0,0.9999136,-0.00036572825,-0.0064801998,-0.0114364475,0.6789106,-1.0,1,0,0,0,0,0,0
1404916312,-0.0024088854,-0.010601345,-0.022870092,0.0,0.9999198,-0.0012649584,-0.005286525,-0.011441012,0.6795933,-1.0,1,0,0,0,0,0,0
1405120917,0.003871588,-0.012144264,-0.022870092,0.0,0.99991447,0.0018661977,-0.0060938215,-0.011422812,0.68341136,-1.0,1,0,0,0,0,0,0
1405325217,0.005717017,-0.014849764,-0.022870092,0.0,0.99990326,0.0027733382,-0.007456984,-0.011413213,0.6776687,-1.0,1,0,0,0,0,0,0
1405525285,0.001687986,-0.013456906,-0.022870092,0.0,0.99991167,0.0007669807,-0.006737611,-0.011428857,0.6801609,-1.0,1,0,0,0,0,0,0
1405730380,-0.00013640239,-0.0103046335,-0.022870092,0.0,0.9999213,-0.00012711127,-0.0051511773,-0.0114349965,0.67686766,-1.0,1,0,0,0,0,0,0
1405830720,0.0009516333,-0.004933678,-0.022870092,0.0,0.99993145,0.00044757628,-0.002472116,-0.011433587,0.6794854,-1.0,1,0,0,0,0,0,0
1405933936,0.0016099024,-0.0027978166,-0.022870092,0.0,0.9999333,0.0007889015,-0.0014080204,-0.011433657,0.6827853,-1.0,1,0,0,0,0,0,0
1406033996,0.004268613,0.0013049401,-0.022870092,0.0,0.9999321,0.0021416259,0.00062802056,-0.0114361625,0.68068147,-1.0,1,0,0,0,0,0,0
1406135066,0.0056509827,0.0038174037,-0.022870092,0.0,0.9999288,0.0028471234,0.0018762595,-0.011440124,0.6791198,-1.0,1,0,0,0,0,0,0
1406338508,0.007303569,0.0048933187,-0.022870092,0.0,0.99992484,0.0036795037,0.0024047235,-0.011443621,0.68147105,-1.0,1,0,0,0,0,0,0
1406439098,0.00794572,0.0007719195,-0.022870092,0.0,0.9999267,0.0039770026,0.0003405027,-0.011436239,0.67437726,-1.0,1,0,0,0,0,0,0
1406540494,0.00946233,-0.00075998105,-0.022870092,0.0,0.99992335,0.0047264923,-0.00043406113,-0.01143287,0.6794029,-1.0,1,0,0,0,0,0,0
1406743623,0.012095045,-0.002817631,-0.022870092,0.0,0.9999154,0.006030975,-0.0014778487,-0.011426058,0.67682135,-1.0,1,0,0,0,0,0,0
1406947778,0.014611072,-0.0014086951,-0.022870092,0.0,0.99990773,0.0072969375,-0.0007878192,-0.011429343,0.6780071,-1.0,1,0,0,0,0,0,0
1407048459,0.0118853,-7.3786454e-05,-0.022870092,0.0,0.999917,0.005941805,-0.00010484276,-0.011434377,0.6783526,-1.0,1,0,0,0,0,0,0
1407152456,0.014729193,0.0021505423,-0.022870092,0.0,0.9999068,0.0073763398,0.0009909596,-0.0114424,0.6799463,-1.0,1,0,0,0,0,0,0
1407352081,0.011204505,0.0024732044,-0.022870092,0.0,0.9999181,0.0056159934,0.0011724414,-0.011441536,0.6806818,-1.0,1,0,0,0,0,0,0
1407453501,0.009624965,0.0014504093,-0.022870092,0.0,0.9999227,0.0048204404,0.0006701193,-0.011438152,0.6804829,-1.0,1,0,0,0,0,0,0
1407557136,0.010607712,0.0015042499,-0.022870092,0.0,0.9999202,0.0053120833,0.00069141696,-0.011438622,0.6832692,-1.0,1,0,0,0,0,0,0
1407657213,0.00866346,0.00073607627,-0.022870092,0.0,0.9999252,0.0043356414,0.0003184783,-0.011436283,0.6801154,-1.0,1,0,0,0,0,0,0
1407761212,0.008943889,8.948289e-05,-0.022870092,0.0,0.9999246,0.004472149,-6.3975267e-06,-0.011434883,0.68323886,-1.0,1,0,0,0,0,0,0
1407861757,0.008729359,0.00036509402,-0.022870092,0.0,0.9999251,0.0043664672,0.00013262428,-0.011435486,0.6822532,-1.0,1,0,0,0,0,0,0
1407961694,-0.0067810197,-0.009621045,-0.022870092,0.0,0.99991715,-0.003445249,-0.0047713923,-0.011450908,0.68358386,-1.0,1,0,0,0,0,0,0
1408066052,-0.0017100313,-0.0051598563,-0.022870092,0.0,0.9999309,-0.0008844577,-0.0025699788,-0.0114369625,0.6818393,-1.0,1,0,0,0,0,0,0
1408165990,-0.00041276275,-0.006510473,-0.022870092,0.0,0.9999293,-0.00024358969,-0.0032526578,-0.011435407,0.68197066,-1.0,1,0,0,0,0,0,0
1408266011,4.1725376e-05,-0.00794065,-0.022870092,0.0,0.99992675,-2.4538575e-05,-0.0039702933,-0.011434624,0.6782567,-1.0,1,0,0,0,0,0,0
1408367381,0.00034259466,-0.007399781,-0.022870092,0.0,0.99992776,0.00012897755,-0.0037015988,-0.011434086,0.676711,-1.0,1,0,0,0,0,0,0
1408471138,0.0056413417,-0.006385799,-0.022870092,0.0,0.9999256,0.0027839583,-0.003224926,-0.011425688,0.67932785,-1.0,1,0,0,0,0,0,0
1408570735,-0.0030204572,-0.0070495876,-0.022870092,0.0,0.9999272,-0.001550425,-0.003507283,-0.011440038,0.68213505,-1.0,1,0,0,0,0,0,0
1408675004,-0.020648526,-0.0059522637,-0.022870092,0.0,0.9998765,-0.010357389,-0.0028577214,-0.011464859,0.68084335,-1.0,1,0,0,0,0,0,0
1408775316,-0.021581113,-0.0067002624,-0.022870092,0.0,0.99987036,-0.010827888,-0.003226326,-0.0114702135,0.6795837,-1.0,1,0,0,0,0,0,0
1408875726,-0.018444277,-0.009312413,-0.022870092,0.0,0.9998808,-0.009274545,-0.004550236,-0.011477123,0.68026173,-1.0,1,0,0,0,0,0,0
1408980368,-0.014038436,-0.006749732,-0.022870092,0.0,0.99990404,-0.0070572514,-0.0032942938,-0.011458137,0.6790783,-1.0,1,0,0,0,0,0,0
1409084474,-0.0093137445,-0.004860419,-0.022870092,0.0,0.99992067,-0.004684326,-0.0023767718,-0.011445958,0.6788929,-1.0,1,0,0,0,0,0,0
1409183292,-0.00782123,-0.005307722,-0.022870092,0.0,0.99992335,-0.0039406815,-0.0026089468,-0.011445047,0.6769695,-1.0,1,0,0,0,0,0,0
1409284717,-0.0016705759,-0.0069677862,-0.022870092,0.0,0.9999282,-0.00087506574,-0.0034741058,-0.011437635,0.676509,-1.0,1,0,0,0,0,0,0
1409388731,-0.0021842532,-0.007090212,-0.022870092,0.0,0.9999277,-0.0011325857,-0.0035323766,-0.0114385905,0.6815089,-1.0,1,0,0,0,0,0,0
1409589506,-0.0054514897,-0.001068569,-0.022870092,0.0,0.99993074,-0.0027316723,-0.00050307927,-0.011436209,0.68130076,-1.0,1,0,0,0,0,0,0
1409693255,-0.0028715348,0.0012256887,-0.022870092,0.0,0.9999334,-0.0014286651,0.0006292213,-0.011433903,0.6806785,-1.0,1,0,0,0,0,0,0
1409794024,-0.0038194712,0.0010889233,-0.022870092,0.0,0.99993265,-0.0019033834,0.0005662624,-0.011433736,0.6804273,-1.0,1,0,0,0,0,0,0
1409893212,-0.0038465152,0.0024016544,-0.022870092,0.0,0.9999321,-0.001909398,0.0012227382,-0.011432459,0.67887145,-1.0,1,0,0,0,0,0,0
1410097457,-0.0063410886,-0.0007177694,-0.022870092,0.0,0.9999295,-0.0031744353,-0.00032260496,-0.011435878,0.6777754,-1.0,1,0,0,0,0,0,0
1410198046,-0.004585275,-0.0032836397,-0.022870092,0.0,0.9999306,-0.0023112565,-0.0016154917,-0.011438515,0.677283,-1.0,1,0,0,0,0,0,0
1410302034,-0.0063591576,-0.0037889488,-0.022870092,0.0,0.9999277,-0.0032010227,-0.0018579821,-0.011440744,0.6793136,-1.0,1,0,0,0,0,0,0
1410402370,-0.0072426447,0.009295414,-0.022870092,0.0,0.99991745,-0.0035678938,0.004688765,-0.01141777,0.68916726,-1.0,1,0,0,0,0,0,0
1410502810,-0.00600531,0.005084731,-0.022870092,0.0,0.999927,-0.0029733733,0.00257652,-0.011427076,0.6844216,-1.0,1,0,0,0,0,0,0
1410606852,-0.0061584595,-0.0119846985,-0.022870092,0.0,0.9999117,-0.0031474887,-0.0059566833,-0.011452989,0.68447435,-1.0,1,0,0,0,0,0,0
1410707151,-0.004970736,-0.0077864993,-0.022870092,0.0,0.9999238,-0.0025297024,-0.0038645538,-0.011444349,0.6824549,-1.0,1,0,0,0,0,0,0
1410806849,-0.0014672366,-0.010452758,-0.022870092,0.0,0.99992067,-0.0007933225,-0.005217624,-0.011438473,0.6804019,-1.0,1,0,0,0,0,0,0
1410911635,-0.0012698552,-0.009712593,-0.022870092,0.0,0.9999226,-0.00069040904,-0.0048486986,-0.011437745,0.68064845,-1.0,1,0,0,0,0,0,0
1411111653,-0.0021663138,-0.009762601,-0.022870092,0.0,0.9999221,-0.0011388895,-0.004868573,-0.011439943,0.68195486,-1.0,1,0,0,0,0,0,0
1411215614,0.003326608,-0.0027362616,-0.022870092,0.0,0.99993235,0.001647549,-0.0013870586,-0.011432496,0.68378514,-1.0,1,0,0,0,0,0,0
1411316122,0.0036411495,-0.0065609952,-0.022870092,0.0,0.99992764,0.0017829331,-0.0033010896,-0.011428745,0.6847895,-1.0,1,0,0,0,0,0,0
1411415608,0.0025806106,-0.008706055,-0.022870092,0.0,0.99992436,0.0012404328,-0.00436748,-0.011429064,0.6801555,-1.0,1,0,0,0,0,0,0
1411520475,0.0010068185,-0.0071921353,-0.022870092,0.0,0.99992806,0.00046225288,-0.0036015809,-0.011432913,0.6768832,-1.0,1,0,0,0,0,0,0
1411620341,0.0011326064,-0.0058497773,-0.022870092,0.0,0.9999302,0.0005328182,-0.002931168,-0.011433092,0.6795437,-1.0,1,0,0,0,0,0,0
1411720850,0.00042877573,-0.003986781,-0.022870092,0.0,0.9999326,0.00019157943,-0.0019957102,-0.011434346,0.6798972,-1.0,1,0,0,0,0,0,0
1411824419,-0.0019932662,-0.0058742925,-0.022870092,0.0,0.9999298,-0.001030149,-0.0029255522,-0.0114376675,0.67604566,-1.0,1,0,0,0,0,0,0
1411925541,-0.0036149912,-0.0110904025,-0.022870092,0.0,0.9999175,-0.0018707565,-0.0055241333,-0.0114446245,0.6846461,-1.0,1,0,0,0,0,0,0
1412025264,-0.0072582676,-0.007907269,-0.022870092,0.0,0.99992007,-0.003674069,-0.0039118417,-0.01144898,0.67885435,-1.0,1,0,0,0,0,0,0
1412129254,-0.009569216,-0.0064457995,-0.022870092,0.0,0.9999178,-0.004821105,-0.0031679359,-0.011450027,0.680183,-1.0,1,0,0,0,0,0,0
1412229391,-0.008597099,-0.007782675,-0.022870092,0.0,0.9999176,-0.004342718,-0.0038418847,-0.011451332,0.67736787,-1.0,1,0,0,0,0,0,0
1412330073,-0.007881711,-0.008513652,-0.022870092,0.0,0.9999176,-0.003989227,-0.0042114393,-0.011451379,0.6788657,-1.0,1,0,0,0,0,0,0
1412434116,-0.009159685,-0.0064917537,-0.022870092,0.0,0.99991864,-0.004616618,-0.003193256,-0.011449483,0.67948204,-1.0,1,0,0,0,0,0,0
1412534434,-0.008662808,-0.007633774,-0.022870092,0.0,0.9999178,-0.0043747216,-0.0037670645,-0.011451139,0.6756869,-1.0,1,0,0,0,0,0,0
1412634017,-0.009357319,-0.005951959,-0.022870092,0.0,0.9999191,-0.0047123455,-0.0029222493,-0.011448544,0.679147,-1.0,1,0,0,0,0,0,0
1412738018,-0.009194652,-0.0038237039,-0.022870092,0.0,0.9999221,-0.004618862,-0.0018591365,-0.011443444,0.67987394,-1.0,1,0,0,0,0,0,0
1412838486,-0.008674976,-0.0044957483,-0.022870092,0.0,0.99992263,-0.0043628835,-0.0021981057,-0.011444411,0.6766282,-1.0,1,0,0,0,0,0,0
1412939177,-0.00743749,-0.0048466064,-0.022870092,0.0,0.99992466,-0.003746192,-0.0023806025,-0.011443697,0.6804253,-1.0,1,0,0,0,0,0,0
1413043609,-0.0065347757,-0.00871252,-0.022870092,0.0,0.9999196,-0.00331695,-0.004318577,-0.011448861,0.6851157,-1.0,1,0,0,0,0,0,0
1413147373,-0.00873109,-0.006443129,-0.022870092,0.0,0.9999197,-0.0044020605,-0.0031713988,-0.0114486925,0.6854493,-1.0,1,0,0,0,0,0,0
1413247623,-0.008665927,-0.0033908891,-0.022870092,0.0,0.9999237,-0.004352047,-0.0016457706,-0.01144202,0.680148,-1.0,1,0,0,0,0,0,0
1413348125,-0.010361841,-0.0031209844,-0.022870092,0.0,0.9999199,-0.0051983953,-0.0015011261,-0.011442714,0.68104905,-1.0,1,0,0,0,0,0,0
1413451958,-0.00590846,-0.0048443084,-0.022870092,0.0,0.9999273,-0.0029817203,-0.002388202,-0.011441867,0.6840443,-1.0,1,0,0,0,0,0,0
1413551903,-0.00595011,-0.0062305476,-0.022870092,0.0,0.99992526,-0.003010464,-0.0030810318,-0.011443958,0.6817914,-1.0,1,0,0,0,0,0,0
1413652704,0.0041683163,-0.020319434,-0.022870092,0.0,0.9998811,0.001967741,-0.010182687,-0.01141301,0.68298054,-1.0,1,0,0,0,0,0,0
1413756807,-0.0048217247,-0.005787454,-0.022870092,0.0,0.9999274,-0.0024437814,-0.002865958,-0.011441692,0.6802366,-1.0,1,0,0,0,0,0,0
1413856409,-0.006858285,-0.0049667773,-0.022870092,0.0,0.99992555,-0.003457298,-0.0024439977,-0.01144321,0.6792992,-1.0,1,0,0,0,0,0,0
1413956739,-0.018567532,-0.0065359063,-0.022870092,0.0,0.99988586,-0.009320344,-0.0031614369,-0.011464581,0.6762067,-1.0,1,0,0,0,0,0,0
1414060901,-0.016821316,-0.004973115,-0.022870092,0.0,0.99989593,-0.008438415,-0.0023901314,-0.011455269,0.6779866,-1.0,1,0,0,0,0,0,0
1414161227,-0.014636092,-0.0010940161,-0.022870092,0.0,0.9999077,-0.0073237563,-0.00046327803,-0.011438492,0.681796,-1.0,1,0,0,0,0,0,0
1414261370,-0.012411947,-0.001389698,-0.022870092,0.0,0.99991506,-0.006213472,-0.0006238266,-0.011438887,0.68210804,-1.0,1,0,0,0,0,0,0
1414365494,-0.014241899,-0.0023069668,-0.022870092,0.0,0.9999085,-0.007133609,-0.0010719526,-0.011442714,0.6799995,-1.0,1,0,0,0,0,0,0
1414464934,-0.013820644,-0.0024790852,-0.022870092,0.0,0.9999099,-0.006923984,-0.0011604142,-0.011443079,0.68036395,-1.0,1,0,0,0,0,0,0
1414566013,-0.012818272,-0.0026139175,-0.022870092,0.0,0.99991316,-0.006423613,-0.0012335595,-0.0114429295,0.6780771,-1.0,1,0,0,0,0,0,0
1414669691,-0.013165697,-0.0031761576,-0.022870092,0.0,0.99991155,-0.0066005215,-0.0015126668,-0.011444989,0.67860186,-1.0,1,0,0,0,0,0,0
1414770368,-0.012248148,-0.0012336911,-0.022870092,0.0,0.9999156,-0.0061306884,-0.0005467665,-0.0114383595,0.67979443,-1.0,1,0,0,0,0,0,0
1414869706,-0.012107796,-0.0029693057,-0.022870092,0.0,0.99991506,-0.0060704346,-0.0014153034,-0.011443563,0.67750734,-1.0,1,0,0,0,0,0,0
1414974499,-0.012848193,-0.0015535797,-0.022870092,0.0,0.99991363,-0.006432513,-0.0007032653,-0.011439549,0.6765559,-1.0,1,0,0,0,0,0,0
1415074767,-0.01130458,-0.0013276297,-0.022870092,0.0,0.99991834,-0.0056594796,-0.0005991283,-0.011438364,0.6805698,-1.0,1,0,0,0,0,0,0
1415174841,-0.0098002795,-0.004106278,-0.022870092,0.0,0.99992037,-0.004923266,-0.0019969468,-0.011444695,0.67556536,-1.0,1,0,0,0,0,0,0
1415278810,-0.0073682657,-0.0057212347,-0.022870092,0.0,0.99992365,-0.0037165787,-0.0028182801,-0.011445212,0.6765549,-1.0,1,0,0,0,0,0,0
1415379792,-0.004519161,-0.0049144775,-0.022870092,0.0,0.999929,-0.002287522,-0.002431232,-0.0114402855,0.682363,-1.0,1,0,0,0,0,0,0
1415479644,-0.003802848,-0.006414804,-0.022870092,0.0,0.9999276,-0.0019379647,-0.0031854392,-0.011440815,0.67668587,-1.0,1,0,0,0,0,0,0
1415583684,-0.0017415133,-0.007756753,-0.022870092,0.0,0.9999266,-0.0009150414,-0.0038681552,-0.011438084,0.67556524,-1.0,1,0,0,0,0,0,0
1415684295,0.0023307283,0.00033589,-0.022870092,0.0,0.9999339,0.0011672081,0.00015460822,-0.011434986,0.68530935,-1.0,1,0,0,0,0,0,0
1415784321,0.0026245718,-0.0054101413,-0.022870092,0.0,0.99993014,0.0012812631,-0.0027198936,-0.011431195,0.67526746,-1.0,1,0,0,0,0,0,0
1415888426,-0.000661589,-0.00768127,-0.022870092,0.0,0.99992716,-0.0003746872,-0.0038365917,-0.011435982,0.67573905,-1.0,1,0,0,0,0,0,0
1415989257,-0.005413946,-0.0074342494,-0.022870092,0.0,0.99992394,-0.0027492782,-0.003685906,-0.011444737,0.6764533,-1.0,1,0,0,0,0,0,0
1416088476,-0.006044414,-0.012286689,-0.022870092,0.0,0.999911,-0.0030921951,-0.0061083185,-0.011453095,0.6759943,-1.0,1,0,0,0,0,0,0
1416192081,-0.008512848,-0.01207352,-0.022870092,0.0,0.999907,-0.0043250835,-0.0059876028,-0.011460178,0.67715657,-1.0,1,0,0,0,0,0,0
1416393271,-0.00894802,-0.0094747925,-0.022870092,0.0,0.99991316,-0.0045278226,-0.004685863,-0.011455748,0.6755804,-1.0,1,0,0,0,0,0,0
1416497276,-0.008729174,-0.009197506,-0.022870092,0.0,0.9999143,-0.0044168266,-0.004548485,-0.011454638,0.6769758,-1.0,1,0,0,0,0,0,0
1416597403,-0.008262601,-0.0072257947,-0.022870092,0.0,0.9999194,-0.0041723037,-0.0035653822,-0.01144955,0.6800792,-1.0,1,0,0,0,0,0,0
1416696848,-0.008590203,-0.00890487,-0.022870092,0.0,0.9999153,-0.0043456773,-0.004402975,-0.0114537,0.6763323,-1.0,1,0,0,0,0,0,0
1416803082,-0.00820014,-0.00807939,-0.022870092,0.0,0.99991786,-0.004145949,-0.003992503,-0.01145117,0.6748215,-1.0,1,0,0,0,0,0,0
1416906492,-0.00907692,-0.0064088223,-0.022870092,0.0,0.999919,-0.004574766,-0.0031522673,-0.011449163,0.67890245,-1.0,1,0,0,0,0,0,0
1417005663,-0.008695487,-0.0070704785,-0.022870092,0.0,0.99991876,-0.0043878425,-0.0034852524,-0.011449986,0.6802111,-1.0,1,0,0,0,0,0,0
1417107103,-0.009659536,-0.007558413,-0.022870092,0.0,0.9999156,-0.004872613,-0.0037236796,-0.011452833,0.6802768,-1.0,1,0,0,0,0,0,0
1417211147,-0.009441664,-0.010958861,-0.022870092,0.0,0.99990815,-0.00478309,-0.005425003,-0.011460365,0.67888576,-1.0,1,0,0,0,0,0,0
1417310809,-0.008875235,-0.010003758,-0.022870092,0.0,0.999912,-0.0044944524,-0.004950739,-0.011456736,0.67729694,-1.0,1,0,0,0,0,0,0
1417411173,-0.0083236145,-0.010507898,-0.022870092,0.0,0.9999119,-0.0042215427,-0.0052059474,-0.011456406,0.677354,-1.0,1,0,0,0,0,0,0
1417515563,-0.008036328,-0.008973525,-0.022870092,0.0,0.99991626,-0.0040691546,-0.004440472,-0.011452617,0.6786068,-1.0,1,0,0,0,0,0,0
1417615367,-0.0036827014,-0.010828575,-0.022870092,0.0,0.99991816,-0.0019031131,-0.005392843,-0.011444581,0.67890775,-1.0,1,0,0,0,0,0,0
1417716398,0.02086758,-0.0112816105,-0.022870092,0.0,0.99986494,0.010368255,-0.005759404,-0.011375141,0.6819699,-1.0,1,0,0,0,0,0,0
