timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
1399094566,-0.03184979,0.13921672,-1.3483053,-0.07469347,0.0,-0.06375611,0.035295032,-0.018641055,-0.018505936,0.062626034,-6.691704,0.0,0.0,0.0
1401293677,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.0047491835,0.0014109313,-0.0020039082,0.028878836,-0.028957555,-6.648762,0.0,0.0,0.0
1402279602,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.0026342066,-0.028664634,0.00044226646,0.038910247,-0.050511256,-6.6613865,0.0,0.0,0.0
1402483889,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.00094011705,-0.030665405,0.0011790991,0.022507632,-0.029571744,-6.6411657,0.0,0.0,0.0
1402684745,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.008817377,-0.0156068355,0.001966238,0.013106764,0.02603991,-6.6451087,0.0,0.0,0.0
1402888436,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.009411692,-0.00010661781,0.0028381944,0.021364335,0.033486802,-6.6606627,0.0,0.0,0.0
1403088852,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.0124371145,0.011431038,0.004028201,0.01832313,0.025487956,-6.65834,0.0,0.0,0.0
1403293332,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.022170942,0.01335483,0.004724264,-0.0025996794,0.009038495,-6.6507335,0.0,0.0,0.0
1403393082,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.027021775,0.013713822,0.0048965216,-0.015106585,0.00420584,-6.6639137,0.0,0.0,0.0
1403497893,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.031949658,0.0149794,0.005165398,-0.0073463214,0.0029064605,-6.633109,0.0,0.0,0.0
1403598537,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.036560472,0.015123479,0.0052187443,-0.0186385,0.0045878883,-6.6579843,0.0,0.0,0.0
1403698011,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.039922193,0.015961915,0.00534904,-0.022593936,0.013173249,-6.667203,0.0,0.0,0.0
1403902888,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.037040554,0.020089924,0.0055977106,-0.00078625046,0.014275306,-6.675962,0.0,0.0,0.0
1404002800,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.029303938,0.021510378,0.005895078,0.03393934,0.02018477,-6.6379557,0.0,0.0,0.0
1404106478,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.018856194,0.022254713,0.006298065,0.050355885,0.012827092,-6.647098,0.0,0.0,0.0
1404307649,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.0027748025,0.02519723,0.007116258,0.08170659,0.012206584,-6.66589,0.0,0.0,0.0
1404512164,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.021213312,0.022937648,0.007432461,0.09715416,0.0067888093,-6.6503816,0.0,0.0,0.0
1404611600,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.027725901,0.018347092,0.007701814,0.09769578,-0.012781188,-6.632312,0.0,0.0,0.0
1404715656,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.03156894,0.011701204,0.008045495,0.08819771,-0.0049672895,-6.658031,0.0,0.0,0.0
1404916307,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.03358417,0.00087030977,0.008722782,0.07026592,-0.017665558,-6.664143,0.0,0.0,0.0
1405120911,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.04104581,0.003122136,0.009338558,0.081961185,0.02407959,-6.701526,0.0,0.0,0.0
1405325208,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.054030955,0.008364916,0.009868145,0.09952467,0.035726696,-6.6448455,0.0,0.0,0.0
1405525276,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.06351133,0.0053335726,0.010414124,0.089990504,0.009203578,-6.669519,0.0,0.0,0.0
1405730370,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.058977604,-0.0031471252,0.010452986,0.068360776,-0.0024693448,-6.637494,0.0,0.0,0.0
1405933931,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.03852558,-0.0069849864,0.009955406,0.018975595,0.0103485845,-6.695911,0.0,0.0,0.0
1406033987,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.026767984,-0.0050733313,0.009647071,-0.0080569815,0.02868623,-6.6753025,0.0,0.0,0.0
1406135061,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,0.012997552,-0.00038976967,0.009400725,-0.024556149,0.038206898,-6.6598473,0.0,0.0,0.0
1406338502,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.01083112,0.010948911,0.0089562535,-0.03157616,0.04954412,-6.6827087,0.0,0.0,0.0
1406439089,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.016770605,0.015894525,0.009060979,-0.0039018618,0.05265082,-6.613209,0.0,0.0,0.0
1406540485,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.018983655,0.021142289,0.009028494,0.006503694,0.062911734,-6.6624303,0.0,0.0,0.0
1406743618,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.019548459,0.034198098,0.008524954,0.020531341,0.07982938,-6.636915,0.0,0.0,0.0
1406947773,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.023345944,0.049564127,0.007991791,0.011584591,0.09690679,-6.648339,0.0,0.0,0.0
1407152447,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.03571157,0.058479488,0.007797301,-0.012088776,0.09851429,-6.667354,0.0,0.0,0.0
1407352075,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.04284596,0.05838619,0.0075643063,-0.014793469,0.075148836,-6.674773,0.0,0.0,0.0
1407453492,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.043431092,0.057995796,0.007319808,-0.008207181,0.06443342,-6.672942,0.0,0.0,0.0
1407557131,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.043921206,0.05741387,0.0073479414,-0.008450769,0.07128849,-6.7002063,0.0,0.0,0.0
1407761203,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.04531967,0.055257015,0.00680691,0.0007710095,0.05992388,-6.7000213,0.0,0.0,0.0
1407861747,-0.0052011125,0.15516782,-1.3483053,-0.022870092,0.0,-0.043633778,0.05241033,0.00640589,-0.0011063835,0.058444683,-6.6903667,0.0,0.0,0.0
1407961689,-0.006159157,0.12675351,-1.3483053,-0.022870092,0.0,-0.0054018437,-0.0012131184,0.0061054826,0.063443094,-0.046924513,-6.7038035,0.0,0.0,0.0
1408066043,-0.006159157,0.12675351,-1.3483053,-0.022870092,0.0,-0.014421358,-0.0006713122,0.005921185,0.034231097,-0.012220254,-6.686484,0.0,0.0,0.0
1408165985,-0.006159157,0.12675351,-1.3483053,-0.022870092,0.0,-0.009206791,-0.00084295124,0.0055467486,0.043466404,-0.0037554812,-6.6877327,0.0,0.0,0.0
1408266002,-0.006159157,0.12675351,-1.3483053,-0.022870092,0.0,-0.005794359,-0.0023639426,0.0053355694,0.05280864,-0.0009303431,-6.6512194,0.0,0.0,0.0
1408367371,-0.006159157,0.12675351,-1.3483053,-0.022870092,0.0,-0.004091435,-0.0054428503,0.005159259,0.04914565,0.0011499841,-6.636089,0.0,0.0,0.0
1408471133,0.0029311993,0.13487832,-1.3483053,-0.022870092,0.0,0.0016714442,0.0014244318,0.0052057505,0.043389942,0.036600094,-6.66182,0.0,0.0,0.0
1408570729,-0.0018566652,0.13051516,-1.3483053,-0.022870092,0.0,-0.0007470031,-0.032657187,0.0058224797,0.046684064,-0.021278821,-6.689424,0.0,0.0,0.0
1408674995,-0.0038165257,0.12910342,-1.3483053,-0.022870092,0.0,-0.0026970957,-0.11791057,0.0062732697,0.036575098,-0.13874643,-6.6761026,0.0,0.0,0.0
1408775310,-0.0065678256,0.12563044,-1.3483053,-0.022870092,0.0,-0.0032668803,-0.14282018,0.006433308,0.041342907,-0.14480022,-6.6628337,0.0,0.0,0.0
1408875721,-0.009884513,0.12004712,-1.3483053,-0.022870092,0.0,-0.003511419,-0.15351084,0.006532073,0.05928285,-0.12442515,-6.669692,0.0,0.0,0.0
1408980362,-0.010905964,0.11306638,-1.3483053,-0.022870092,0.0,-0.003535747,-0.15457441,0.0064683557,0.04279591,-0.09449023,-6.65876,0.0,0.0,0.0
1409084465,-0.010859772,0.10413923,-1.3483053,-0.022870092,0.0,-0.00354803,-0.15511137,0.0061938167,0.03093168,-0.06273187,-6.6574297,0.0,0.0,0.0
1409183287,-0.009460802,0.09421927,-1.3483053,-0.022870092,0.0,-0.0034877695,-0.15247694,0.00630337,0.034039244,-0.052715532,-6.63854,0.0,0.0,0.0
1409284708,-0.009823824,0.08354013,-1.3483053,-0.022870092,0.0,-0.0029790767,-0.1302381,0.006532967,0.045960974,-0.0121374475,-6.634212,0.0,0.0,0.0
1409388725,-0.012781644,0.07177788,-1.3483053,-0.022870092,0.0,-0.003003343,-0.13129896,0.0064786077,0.04703953,-0.015677892,-6.6831517,0.0,0.0,0.0
1409589497,-0.020606762,0.04608334,-1.3483053,-0.022870092,0.0,-0.003298487,-0.14420195,0.006412685,0.0063046236,-0.036577113,-6.681292,0.0,0.0,0.0
1409693236,-0.02009285,0.03537354,-1.3483053,-0.022870092,0.0,-0.003305657,-0.14451541,0.0061650276,-0.008617867,-0.018975906,-6.675159,0.0,0.0,0.0
1409794018,-0.018171819,0.026492504,-1.3483053,-0.022870092,0.0,-0.0033688545,-0.14727825,0.0059123635,-0.007846951,-0.02531339,-6.672672,0.0,0.0,0.0
1409893203,-0.013810637,0.016505819,-1.3483053,-0.022870092,0.0,-0.0034242165,-0.14969856,0.0056253076,-0.016570218,-0.025235644,-6.6573963,0.0,0.0,0.0
1410097452,-0.006835529,-0.008198224,-1.3483053,-0.022870092,0.0,-0.0035514224,-0.15525968,0.0053083897,0.003805669,-0.042245526,-6.6466312,0.0,0.0,0.0
1410198037,-0.0068140626,-0.022613246,-1.3483053,-0.022870092,0.0,-0.003585207,-0.15673667,0.005106032,0.021107195,-0.03094561,-6.641796,0.0,0.0,0.0
1410302028,-0.009701263,-0.037587196,-1.3483053,-0.022870092,0.0,-0.0039019187,-0.17058255,0.004771054,0.02426528,-0.04292927,-6.6616173,0.0,0.0,0.0
1410402361,-0.011888696,-0.047908895,-1.3483053,-0.022870092,0.0,-0.0038832782,-0.16976763,0.004675269,-0.063922845,-0.047499154,-6.7579675,0.0,0.0,0.0
1410502801,-0.010906393,-0.06396627,-1.3483053,-0.022870092,0.0,-0.003883483,-0.16977656,0.003595233,-0.035040904,-0.039516553,-6.7118154,0.0,0.0,0.0
1410606843,-0.029516585,-0.07849165,-1.3483053,-0.022870092,0.0,-0.003883492,-0.16977696,0.0030343533,0.07947693,-0.04316689,-6.7118454,0.0,0.0,0.0
1410707142,-0.040258516,-0.096541286,-1.3483053,-0.022870092,0.0,-0.003883492,-0.16977696,0.0026170015,0.051336534,-0.034450095,-6.6923356,0.0,0.0,0.0
1410806843,-0.053395804,-0.11478527,-1.3483053,-0.022870092,0.0,-0.0037597006,-0.1643651,0.0019812584,0.069503,-0.011382572,-6.6721706,0.0,0.0,0.0
1410911626,-0.06492065,-0.13192219,-1.3483053,-0.022870092,0.0,-0.003552392,-0.15530206,0.0015726686,0.06461884,-0.009956484,-6.6745925,0.0,0.0,0.0
1411111644,-0.08165594,-0.1622871,-1.3483053,-0.022870092,0.0,-0.0035483283,-0.15512443,0.0015524626,0.06493994,-0.015976913,-6.687383,0.0,0.0,0.0
1411215605,-0.09732526,-0.17442636,-1.3483053,-0.022870092,0.0,-0.0035483467,-0.15512523,0.0016924143,0.0188537,0.021881709,-6.70562,0.0,0.0,0.0
1411316111,-0.102424406,-0.19109061,-1.3483053,-0.022870092,0.0,-0.0036006973,-0.15741386,0.0016888976,0.04460878,0.023438849,-6.7155185,0.0,0.0,0.0
1411415599,-0.113384165,-0.20622317,-1.3483053,-0.022870092,0.0,-0.0036326705,-0.15881166,0.0020139217,0.058448583,0.0158807,-6.6699185,0.0,0.0,0.0
1411520466,-0.123393275,-0.2223743,-1.3483053,-0.022870092,0.0,-0.0036748592,-0.16065605,0.0025441647,0.047881015,0.0055897334,-6.6377845,0.0,0.0,0.0
1411620336,-0.13140783,-0.23785302,-1.3483053,-0.022870092,0.0,-0.0036740494,-0.16062064,0.002971232,0.039145514,0.0066543287,-6.663957,0.0,0.0,0.0
1411720839,-0.13645802,-0.25292537,-1.3483053,-0.022870092,0.0,-0.0036913345,-0.1613763,0.0031898618,0.026640471,0.0022502611,-6.667511,0.0,0.0,0.0
1411824409,-0.13993512,-0.26768392,-1.3483053,-0.022870092,0.0,-0.0037618675,-0.16445982,0.0033702254,0.038632505,-0.01410202,-6.629639,0.0,0.0,0.0
1411925532,-0.15362439,-0.2863607,-1.3483053,-0.022870092,0.0,-0.0039366977,-0.17210299,0.003645897,0.07388618,-0.025967995,-6.7137012,0.0,0.0,0.0
1412025255,-0.1566152,-0.29769,-1.3483053,-0.022870092,0.0,-0.0040785167,-0.178303,0.0039584637,0.051521074,-0.049511842,-6.6570077,0.0,0.0,0.0
1412129245,-0.16253677,-0.30911675,-1.3483053,-0.022870092,0.0,-0.004092665,-0.17892152,0.004679203,0.041522942,-0.0647961,-6.669965,0.0,0.0,0.0
1412229385,-0.16795255,-0.32029834,-1.3483053,-0.022870092,0.0,-0.0040929588,-0.17893434,0.0054144263,0.05037628,-0.05827471,-6.6422787,0.0,0.0,0.0
1412330064,-0.17198363,-0.3328146,-1.3483053,-0.022870092,0.0,-0.0041356646,-0.18080136,0.0059787035,0.055461902,-0.05375381,-6.6569886,0.0,0.0,0.0
1412434107,-0.17433901,-0.347151,-1.3483053,-0.022870092,0.0,-0.0041775806,-0.18263383,0.0065425634,0.04184837,-0.062007543,-6.6630406,0.0,0.0,0.0
1412534429,-0.17549461,-0.3623661,-1.3483053,-0.022870092,0.0,-0.004205943,-0.18387379,0.0070800185,0.049254883,-0.058542736,-6.62579,0.0,0.0,0.0
1412634008,-0.17581823,-0.3779234,-1.3483053,-0.022870092,0.0,-0.0042183604,-0.1844166,0.007502556,0.038203545,-0.06321055,-6.6597548,0.0,0.0,0.0
1412738009,-0.17464487,-0.39441988,-1.3483053,-0.022870092,0.0,-0.0042186365,-0.18442869,0.007816732,0.02408413,-0.061869655,-6.6669784,0.0,0.0,0.0
1412838480,-0.17268991,-0.410896,-1.3483053,-0.022870092,0.0,-0.0042186365,-0.18442869,0.008178115,0.028506074,-0.058228984,-6.63516,0.0,0.0,0.0
1412939161,-0.1713503,-0.4267046,-1.3483053,-0.022870092,0.0,-0.0042623337,-0.186339,0.00823468,0.031195562,-0.0503542,-6.6724334,0.0,0.0,0.0
1413043600,-0.17381035,-0.43526676,-1.3483053,-0.022870092,0.0,-0.004604128,-0.20128146,0.008345485,0.057516005,-0.045232385,-6.718362,0.0,0.0,0.0
1413147362,-0.17612918,-0.4559948,-1.3483053,-0.022870092,0.0,-0.004595727,-0.20091419,0.00804615,0.041955285,-0.059664644,-6.7215996,0.0,0.0,0.0
1413247617,-0.17625478,-0.4728882,-1.3483053,-0.022870092,0.0,-0.0046383822,-0.20277895,0.008303106,0.021288604,-0.058303017,-6.669704,0.0,0.0,0.0
1413348115,-0.17522752,-0.4903135,-1.3483053,-0.022870092,0.0,-0.0046376074,-0.2027451,0.008436918,0.01925541,-0.06966247,-6.678457,0.0,0.0,0.0
1413451949,-0.17330751,-0.5097889,-1.3483053,-0.022870092,0.0,-0.0046375683,-0.20274338,0.008381724,0.031581,-0.040367622,-6.7079997,0.0,0.0,0.0
1413551897,-0.17048928,-0.5308708,-1.3483053,-0.022870092,0.0,-0.004637568,-0.20274337,0.008227587,0.04073646,-0.04072507,-6.6858616,0.0,0.0,0.0
1413652699,-0.14590004,-0.5686061,-1.3483053,-0.022870092,0.0,-0.0046462216,-0.20312169,0.008217394,0.13670765,0.024802761,-6.697331,0.0,0.0,0.0
1413756802,-0.15726699,-0.5856337,-1.3483053,-0.022870092,0.0,-0.004646446,-0.2031315,0.007962465,0.037862465,-0.033040665,-6.670932,0.0,0.0,0.0
1413856400,-0.15161511,-0.61220944,-1.3483053,-0.022870092,0.0,-0.005248809,-0.22946534,0.008181572,0.032033436,-0.046433035,-6.6615887,0.0,0.0,0.0
1413956734,-0.14635056,-0.6373673,-1.3483053,-0.022870092,0.0,-0.0065872525,-0.2879789,0.008436263,0.040509585,-0.12408671,-6.6304507,0.0,0.0,0.0
1414060892,-0.14078006,-0.66155344,-1.3483053,-0.022870092,0.0,-0.006673403,-0.29174522,0.00868696,0.030494368,-0.11256333,-6.6477923,0.0,0.0,0.0
1414161221,-0.1352732,-0.6850996,-1.3483053,-0.022870092,0.0,-0.006735075,-0.29444137,0.008797169,0.0050743762,-0.097999014,-6.6855483,0.0,0.0,0.0
1414261364,-0.12946635,-0.70868295,-1.3483053,-0.022870092,0.0,-0.0067773135,-0.29628792,0.008849859,0.0073942863,-0.08321546,-6.6887383,0.0,0.0,0.0
1414365485,-0.12506437,-0.7324492,-1.3483053,-0.022870092,0.0,-0.0068701226,-0.3003453,0.008854091,0.013206704,-0.095296204,-6.6678324,0.0,0.0,0.0
1414464929,-0.12175835,-0.7551686,-1.3483053,-0.022870092,0.0,-0.0068993955,-0.30162507,0.00882566,0.014426106,-0.0925638,-6.671437,0.0,0.0,0.0
1414566004,-0.1188831,-0.778106,-1.3483053,-0.022870092,0.0,-0.0068998104,-0.30164316,0.008930147,0.01542657,-0.08561032,-6.6491165,0.0,0.0,0.0
1414669686,-0.11551685,-0.8011383,-1.3483053,-0.022870092,0.0,-0.0068997964,-0.30164257,0.00906533,0.019125802,-0.08807313,-6.654203,0.0,0.0,0.0
1414770358,-0.1109894,-0.82279223,-1.3483053,-0.022870092,0.0,-0.0068997964,-0.30164257,0.009159505,0.0063544586,-0.08181711,-6.666008,0.0,0.0,0.0
1414869696,-0.10575883,-0.84384054,-1.3483053,-0.022870092,0.0,-0.0069434927,-0.3035529,0.009158254,0.017882083,-0.08087324,-6.643562,0.0,0.0,0.0
1414974493,-0.099129744,-0.866245,-1.3483053,-0.022870092,0.0,-0.0069124894,-0.3021975,0.008990288,0.00835474,-0.085455656,-6.634199,0.0,0.0,0.0
1415074762,-0.09460952,-0.8885968,-1.3483053,-0.022870092,0.0,-0.0069001103,-0.3016563,0.008757472,0.0071325484,-0.07562932,-6.6736813,0.0,0.0,0.0
1415174832,-0.09263647,-0.912742,-1.3483053,-0.022870092,0.0,-0.0068560997,-0.29973227,0.008398235,0.02571104,-0.06553134,-6.6246715,0.0,0.0,0.0
1415278801,-0.09208935,-0.93919927,-1.3483053,-0.022870092,0.0,-0.0067433673,-0.29480386,0.00814724,0.03682999,-0.049741562,-6.6344843,0.0,0.0,0.0
1415379787,-0.09321401,-0.96708435,-1.3483053,-0.022870092,0.0,-0.006470288,-0.2828655,0.0077674985,0.0321858,-0.03098509,-6.6915936,0.0,0.0,0.0
1415479635,-0.094511285,-0.99663913,-1.3483053,-0.022870092,0.0,-0.0064811045,-0.28333834,0.0075646043,0.04198004,-0.026202628,-6.6358504,0.0,0.0,0.0
1415583675,-0.09607023,-1.0303962,-1.3483053,-0.022870092,0.0,-0.0064808745,-0.2833283,0.0074434876,0.05111123,-0.012709799,-6.624871,0.0,0.0,0.0
1415684286,-0.08922266,-1.0790402,-1.3483053,-0.022870092,0.0,-0.0064371685,-0.2814176,0.007707894,-0.0018986001,0.01571155,-6.7206435,0.0,0.0,0.0
1415784315,-0.08915615,-1.1156268,-1.3483053,-0.022870092,0.0,-0.0063853054,-0.27915025,0.007685721,0.036215186,0.01655675,-6.622146,0.0,0.0,0.0
1415888421,-0.09138307,-1.1523951,-1.3483053,-0.022870092,0.0,-0.0063531203,-0.27774322,0.007906973,0.05078876,-0.005547163,-6.6266813,0.0,0.0,0.0
1415989251,-0.09555875,-1.1809238,-1.3483053,-0.022870092,0.0,-0.006355244,-0.27783605,0.008147597,0.04848229,-0.0370335,-6.6335673,0.0,0.0,0.0
1416088470,-0.10187949,-1.2048826,-1.3483053,-0.022870092,0.0,-0.0063551874,-0.27783358,0.008374333,0.080511875,-0.041922547,-6.6287513,0.0,0.0,0.0
1416192075,-0.11053731,-1.2260423,-1.3483053,-0.022870092,0.0,-0.006326026,-0.2765587,0.008445382,0.07885857,-0.05834956,-6.640019,0.0,0.0,0.0
1416393262,-0.1230095,-1.2651036,-1.3483053,-0.022870092,0.0,-0.006321945,-0.27638033,0.008439839,0.061396837,-0.060701493,-6.624634,0.0,0.0,0.0
1416497267,-0.1254257,-1.2892329,-1.3483053,-0.022870092,0.0,-0.006328053,-0.2766473,0.00859648,0.059716832,-0.059332397,-6.638355,0.0,0.0,0.0
1416597397,-0.12696365,-1.3135617,-1.3483053,-0.022870092,0.0,-0.006313587,-0.27601492,0.008957446,0.046916224,-0.056192778,-6.6689057,0.0,0.0,0.0
1416696843,-0.12884545,-1.3386327,-1.3483053,-0.022870092,0.0,-0.006282774,-0.27466786,0.009267986,0.057740945,-0.058310177,-6.6320715,0.0,0.0,0.0
1416803053,-0.12995502,-1.3638253,-1.3483053,-0.022870092,0.0,-0.006269252,-0.27407667,0.009906769,0.05221007,-0.055474315,-6.6173124,0.0,0.0,0.0
1416906487,-0.13022554,-1.3880944,-1.3483053,-0.022870092,0.0,-0.0063005434,-0.2754447,0.010273337,0.04127326,-0.061391037,-6.6573515,0.0,0.0,0.0
1417005658,-0.1312366,-1.4112803,-1.3483053,-0.022870092,0.0,-0.006333483,-0.2768847,0.010211825,0.04582343,-0.05906677,-6.6701865,0.0,0.0,0.0
1417107097,-0.13321638,-1.4346639,-1.3483053,-0.022870092,0.0,-0.006321988,-0.27638218,0.0099310875,0.048934475,-0.06557644,-6.6707563,0.0,0.0,0.0
1417211138,-0.13610339,-1.4597142,-1.3483053,-0.022870092,0.0,-0.006266113,-0.27393946,0.009746969,0.07149925,-0.06451049,-6.656976,0.0,0.0,0.0
1417310800,-0.13999519,-1.4837236,-1.3483053,-0.022870092,0.0,-0.006254431,-0.27342874,0.009654343,0.065076075,-0.060452744,-6.6414323,0.0,0.0,0.0
1417411163,-0.14455679,-1.5071266,-1.3483053,-0.022870092,0.0,-0.006150441,-0.26888254,0.009765208,0.06851321,-0.056871258,-6.6419816,0.0,0.0,0.0
1417515554,-0.15082374,-1.5315132,-1.3483053,-0.022870092,0.0,-0.0061032847,-0.266821,0.009616613,0.058476202,-0.05483162,-6.654375,0.0,0.0,0.0
1417615361,-0.15739813,-1.5551248,-1.3483053,-0.022870092,0.0,-0.005614741,-0.24546303,0.009750187,0.071513794,-0.026161116,-6.657435,0.0,0.0,0.0
1417716389,-0.16561821,-1.5773734,-1.3483053,-0.022870092,0.0,-0.002812715,-0.122965164,0.010065317,0.078624934,0.13782577,-6.687818,0.0,0.0,0.0
